PhraseID	Polarity
6_kitchen_pos_66	0
6_kitchen_pos_67	0
6_kitchen_pos_68	0
6_kitchen_pos_69	0
6_kitchen_pos_70	1
6_kitchen_pos_71	0
6_kitchen_pos_72	0
6_kitchen_pos_73	0
6_kitchen_pos_74	0
6_kitchen_pos_75	1
6_kitchen_pos_76	0
6_kitchen_pos_77	0
6_kitchen_pos_78	0
6_kitchen_pos_79	-1
6_kitchen_pos_80	1
6_kitchen_pos_81	0
6_kitchen_pos_82	-1
6_kitchen_pos_83	1
6_kitchen_pos_84	0
6_kitchen_pos_85	0
6_kitchen_pos_86	1
6_kitchen_pos_87	1
6_kitchen_pos_88	0
6_kitchen_pos_89	0
6_kitchen_pos_90	1
6_kitchen_pos_91	0
6_kitchen_pos_92	0
6_kitchen_pos_93	0
6_kitchen_pos_94	0
6_kitchen_pos_95	0
6_kitchen_pos_96	1
6_kitchen_pos_97	0
6_kitchen_pos_98	0
6_kitchen_pos_99	0
6_kitchen_pos_100	-1
6_kitchen_pos_101	0
6_kitchen_pos_102	0
6_kitchen_pos_103	-1
6_kitchen_pos_104	0
6_kitchen_pos_105	1
10_kitchen_neg_1	1
10_kitchen_neg_2	-1
10_kitchen_neg_3	1
10_kitchen_neg_4	-1
10_kitchen_neg_5	1
10_kitchen_neg_6	1
10_kitchen_neg_7	0
10_kitchen_neg_8	0
10_kitchen_neg_9	1
10_kitchen_neg_10	0
10_kitchen_neg_11	1
10_kitchen_neg_12	0
10_kitchen_neg_13	1
10_kitchen_neg_14	0
10_kitchen_neg_15	-1
10_kitchen_neg_16	-1
10_kitchen_neg_17	1
10_kitchen_neg_18	1
10_kitchen_neg_19	1
10_kitchen_neg_20	1
10_kitchen_neg_21	0
10_kitchen_neg_22	0
10_kitchen_neg_23	0
10_kitchen_neg_24	0
10_kitchen_neg_25	1
10_kitchen_neg_26	1
10_kitchen_neg_27	1
10_kitchen_neg_28	-1
10_kitchen_neg_29	-1
10_kitchen_neg_30	1
10_kitchen_neg_31	-1
10_kitchen_neg_32	-1
10_kitchen_neg_33	0
10_kitchen_neg_34	1
10_kitchen_neg_35	1
10_kitchen_neg_36	0
10_kitchen_neg_37	0
10_kitchen_neg_38	0
10_kitchen_neg_39	1
13_gourmet_pos_1	1
13_gourmet_pos_2	0
13_gourmet_pos_3	0
13_gourmet_pos_4	-1
13_gourmet_pos_5	-1
13_gourmet_pos_6	0
13_gourmet_pos_7	0
13_gourmet_pos_8	0
13_gourmet_pos_9	0
13_gourmet_pos_10	1
13_gourmet_pos_11	0
13_gourmet_pos_12	0
13_gourmet_pos_13	1
13_gourmet_pos_14	-1
13_gourmet_pos_15	-1
13_gourmet_pos_16	-1
13_gourmet_pos_17	-1
13_gourmet_pos_18	1
13_gourmet_pos_19	1
13_gourmet_pos_20	1
13_gourmet_pos_21	1
13_gourmet_pos_22	-1
13_gourmet_pos_23	1
13_gourmet_pos_24	-1
13_gourmet_pos_25	1
13_gourmet_pos_26	1
13_gourmet_pos_27	1
13_gourmet_pos_28	1
13_gourmet_pos_29	1
13_gourmet_pos_30	1
13_gourmet_pos_31	1
13_gourmet_pos_32	0
13_gourmet_pos_33	-1
13_gourmet_pos_34	0
13_gourmet_pos_35	0
13_gourmet_pos_36	0
13_gourmet_pos_37	0
13_gourmet_pos_38	1
13_gourmet_pos_39	1
13_gourmet_pos_40	0
13_gourmet_pos_41	1
13_gourmet_pos_42	1
13_gourmet_pos_43	0
13_gourmet_pos_44	0
13_gourmet_pos_45	1
13_gourmet_pos_46	1
13_gourmet_pos_47	1
7_gourmet_neg_1	0
7_gourmet_neg_2	1
7_gourmet_neg_3	-1
7_gourmet_neg_4	1
7_gourmet_neg_5	-1
7_gourmet_neg_6	1
7_gourmet_neg_7	1
7_gourmet_neg_8	-1
7_gourmet_neg_9	0
7_gourmet_neg_10	1
7_gourmet_neg_11	-1
7_gourmet_neg_12	1
7_gourmet_neg_13	0
7_gourmet_neg_14	0
7_gourmet_neg_15	0
7_gourmet_neg_16	0
7_gourmet_neg_17	0
7_gourmet_neg_18	1
7_gourmet_neg_19	-1
7_gourmet_neg_20	0
7_gourmet_neg_21	1
7_gourmet_neg_22	1
7_gourmet_neg_23	0
10_cell_neg_1	0
10_cell_neg_2	1
10_cell_neg_3	1
10_cell_neg_4	1
10_cell_neg_5	-1
10_cell_neg_6	1
10_cell_neg_7	1
10_cell_neg_8	0
10_cell_neg_9	1
10_cell_neg_10	0
10_cell_neg_11	-1
10_cell_neg_12	1
10_cell_neg_13	0
10_cell_neg_14	-1
10_cell_neg_15	0
10_cell_neg_16	1
10_cell_neg_17	-1
10_cell_neg_18	1
10_cell_neg_19	-1
10_cell_neg_20	0
10_cell_neg_21	1
10_cell_neg_22	0
10_cell_neg_23	-1
10_cell_neg_24	-1
10_cell_neg_25	0
10_cell_neg_26	-1
10_cell_neg_27	-1
10_cell_neg_28	-1
10_cell_neg_29	1
10_cell_neg_30	1
10_cell_neg_31	0
10_cell_neg_32	1
10_cell_neg_33	0
10_cell_neg_34	1
10_cell_neg_35	-1
10_cell_neg_36	0
10_cell_neg_37	0
10_cell_neg_38	-1
10_cell_neg_39	0
10_cell_neg_40	1
10_cell_neg_41	-1
10_cell_neg_42	1
2_cell_pos_1	1
2_cell_pos_2	1
2_cell_pos_3	-1
2_cell_pos_4	-1
2_cell_pos_5	1
2_cell_pos_6	-1
2_cell_pos_7	1
2_cell_pos_8	1
2_cell_pos_9	0
2_cell_pos_10	-1
2_cell_pos_11	0
2_cell_pos_12	1
2_cell_pos_13	1
2_cell_pos_14	0
2_cell_pos_15	0
2_cell_pos_16	1
2_cell_pos_17	-1
2_cell_pos_18	0
2_cell_pos_19	1
2_cell_pos_20	0
2_cell_pos_21	0
2_cell_pos_22	0
2_cell_pos_23	-1
2_cell_pos_24	0
2_cell_pos_25	0
2_cell_pos_26	0
2_cell_pos_27	1
2_cell_pos_28	1
2_cell_pos_29	0
2_cell_pos_30	1
2_cell_pos_31	0
2_cell_pos_32	1
2_cell_pos_33	0
2_cell_pos_34	0
2_cell_pos_35	1
2_cell_pos_36	-1
2_cell_pos_37	0
2_cell_pos_38	-1
2_cell_pos_39	1
2_cell_pos_40	0
2_cell_pos_41	0
2_cell_pos_42	1
2_cell_pos_43	0
2_cell_pos_44	0
2_cell_pos_45	0
2_cell_pos_46	-1
2_cell_pos_47	0
2_cell_pos_48	1
2_cell_pos_49	0
2_cell_pos_50	1
2_cell_pos_51	1
2_cell_pos_52	1
2_cell_pos_53	-1
2_cell_pos_54	0
2_cell_pos_55	0
2_cell_pos_56	0
2_cell_pos_57	-1
2_cell_pos_58	0
2_cell_pos_59	-1
2_cell_pos_60	1
2_cell_pos_61	1
2_cell_pos_62	0
2_cell_pos_63	0
2_cell_pos_64	1
2_cell_pos_65	1
2_cell_pos_66	-1
2_cell_pos_67	0
2_cell_pos_68	1
2_cell_pos_69	0
2_cell_pos_70	1
2_cell_pos_71	1
2_cell_pos_72	-1
2_cell_pos_73	1
2_cell_pos_74	-1
2_cell_pos_75	-1
2_cell_pos_76	1
2_cell_pos_77	-1
2_cell_pos_78	1
2_cell_pos_79	0
2_cell_pos_80	0
2_cell_pos_81	-1
2_cell_pos_82	1
2_cell_pos_83	-1
2_cell_pos_84	-1
2_cell_pos_85	0
2_cell_pos_86	1
2_cell_pos_87	1
2_cell_pos_88	-1
2_cell_pos_89	0
2_cell_pos_90	1
2_cell_pos_91	-1
2_cell_pos_92	-1
2_cell_pos_93	-1
2_cell_pos_94	1
2_cell_pos_95	0
2_cell_pos_96	0
2_cell_pos_97	1
2_cell_pos_98	-1
2_cell_pos_99	0
2_cell_pos_100	0
2_cell_pos_101	1
2_cell_pos_102	0
2_cell_pos_103	0
2_cell_pos_104	0
2_cell_pos_105	1
2_cell_pos_106	0
2_cell_pos_107	-1
2_cell_pos_108	1
2_cell_pos_109	0
2_cell_pos_110	1
2_cell_pos_111	-1
2_cell_pos_112	-1
2_cell_pos_113	-1
2_cell_pos_114	0
2_cell_pos_115	0
2_cell_pos_116	-1
2_cell_pos_117	1
2_cell_pos_118	1
2_cell_pos_119	0
2_cell_pos_120	0
2_cell_pos_121	1
2_cell_pos_122	-1
2_cell_pos_123	1
2_cell_pos_124	0
2_cell_pos_125	0
2_cell_pos_126	-1
2_cell_pos_127	1
2_cell_pos_128	0
2_cell_pos_129	-1
2_cell_pos_130	0
2_cell_pos_131	-1
2_cell_pos_132	0
2_cell_pos_133	-1
2_cell_pos_134	-1
2_cell_pos_135	0
2_cell_pos_136	0
2_cell_pos_137	-1
2_cell_pos_138	1
2_cell_pos_139	0
2_cell_pos_140	0
2_cell_pos_141	-1
2_cell_pos_142	-1
2_cell_pos_143	1
20_kitchen_pos_1	0
20_kitchen_pos_2	0
20_kitchen_pos_3	0
20_kitchen_pos_4	1
20_kitchen_pos_5	0
20_kitchen_pos_6	0
20_kitchen_pos_7	1
20_kitchen_pos_8	1
20_kitchen_pos_9	1
20_kitchen_pos_10	0
20_kitchen_pos_11	1
20_kitchen_pos_12	0
20_kitchen_pos_13	0
20_kitchen_pos_14	1
20_kitchen_pos_15	1
20_kitchen_pos_16	1
20_kitchen_pos_17	-1
20_kitchen_pos_18	0
20_kitchen_pos_19	0
20_kitchen_pos_20	0
20_kitchen_pos_21	0
20_kitchen_pos_22	0
20_kitchen_pos_23	0
20_kitchen_pos_24	1
20_kitchen_pos_25	0
20_kitchen_pos_26	0
20_kitchen_pos_27	1
20_kitchen_pos_28	1
20_kitchen_pos_29	0
20_kitchen_pos_30	-1
20_kitchen_pos_31	1
20_kitchen_pos_32	-1
20_kitchen_pos_33	0
20_kitchen_pos_34	-1
20_kitchen_pos_35	0
20_kitchen_pos_36	-1
20_kitchen_pos_37	0
20_kitchen_pos_38	0
20_kitchen_pos_39	-1
20_kitchen_pos_40	0
20_kitchen_pos_41	-1
20_kitchen_pos_42	-1
20_kitchen_pos_43	0
20_kitchen_pos_44	-1
20_kitchen_pos_45	-1
20_kitchen_pos_46	1
20_kitchen_pos_47	-1
20_kitchen_pos_48	0
20_kitchen_pos_49	-1
20_kitchen_pos_50	1
20_kitchen_pos_51	1
20_kitchen_pos_52	1
20_kitchen_neg_1	1
20_kitchen_neg_2	1
20_kitchen_neg_3	-1
20_kitchen_neg_4	-1
20_kitchen_neg_5	1
20_kitchen_neg_6	0
20_kitchen_neg_7	-1
20_kitchen_neg_8	1
20_kitchen_neg_9	0
20_kitchen_neg_10	1
20_kitchen_neg_11	1
20_kitchen_neg_12	-1
20_kitchen_neg_13	0
20_kitchen_neg_14	1
20_kitchen_neg_15	1
20_kitchen_neg_16	0
20_kitchen_neg_17	0
20_kitchen_neg_18	1
20_kitchen_neg_19	0
20_kitchen_neg_20	0
20_kitchen_neg_21	-1
20_kitchen_neg_22	0
20_kitchen_neg_23	0
20_kitchen_neg_24	0
20_kitchen_neg_25	0
20_kitchen_neg_26	1
20_kitchen_neg_27	-1
20_kitchen_neg_28	1
20_kitchen_neg_29	-1
20_kitchen_neg_30	1
20_kitchen_neg_31	1
20_kitchen_neg_32	0
20_kitchen_neg_33	-1
20_kitchen_neg_34	1
20_kitchen_neg_35	1
20_kitchen_neg_36	0
20_kitchen_neg_37	1
20_kitchen_neg_38	-1
20_kitchen_neg_39	1
20_kitchen_neg_40	1
20_kitchen_neg_41	-1
20_kitchen_neg_42	1
20_kitchen_neg_43	-1
20_kitchen_neg_44	-1
14_gourmet_pos_1	1
14_gourmet_pos_2	1
14_gourmet_pos_3	1
14_gourmet_pos_4	1
14_gourmet_pos_5	1
14_gourmet_pos_6	-1
14_gourmet_pos_7	0
14_gourmet_pos_8	1
14_gourmet_pos_9	0
14_gourmet_pos_10	1
14_gourmet_pos_11	1
14_gourmet_pos_12	1
14_gourmet_pos_13	1
14_gourmet_pos_14	1
14_gourmet_pos_15	1
14_gourmet_pos_16	0
14_gourmet_pos_17	0
14_gourmet_pos_18	1
14_gourmet_pos_19	0
14_gourmet_pos_20	1
14_gourmet_pos_21	1
14_gourmet_pos_22	0
14_gourmet_pos_23	1
14_gourmet_pos_24	1
14_gourmet_pos_25	0
14_gourmet_pos_26	1
14_gourmet_pos_27	0
14_gourmet_pos_28	0
14_gourmet_pos_29	-1
14_gourmet_pos_30	1
14_gourmet_pos_31	1
14_gourmet_pos_32	1
14_gourmet_pos_33	1
14_gourmet_pos_34	1
14_gourmet_pos_35	0
14_gourmet_pos_36	-1
14_gourmet_pos_37	0
14_gourmet_pos_38	1
14_gourmet_pos_39	0
14_gourmet_pos_40	-1
14_gourmet_pos_41	1
14_gourmet_pos_42	0
14_gourmet_pos_43	0
14_gourmet_pos_44	1
14_gourmet_pos_45	1
14_gourmet_pos_46	0
14_gourmet_pos_47	1
14_gourmet_pos_48	-1
14_gourmet_pos_49	1
14_gourmet_pos_50	1
13_gourmet_neg_1	1
13_gourmet_neg_2	0
13_gourmet_neg_3	0
13_gourmet_neg_4	-1
13_gourmet_neg_5	-1
13_gourmet_neg_6	0
13_gourmet_neg_7	0
13_gourmet_neg_8	0
13_gourmet_neg_9	1
13_gourmet_neg_10	0
13_gourmet_neg_11	-1
13_gourmet_neg_12	0
13_gourmet_neg_13	-1
13_gourmet_neg_14	-1
13_gourmet_neg_15	1
13_gourmet_neg_16	1
13_gourmet_neg_17	-1
13_gourmet_neg_18	1
13_gourmet_neg_19	0
13_gourmet_neg_20	1
13_gourmet_neg_21	0
13_gourmet_neg_22	0
