PhraseIDs	Polarity
18_cell_pos_8	positive
18_cell_pos_9	positive
18_cell_pos_10	positive
18_cell_pos_11	negative
18_cell_pos_12	negative
18_cell_pos_13	positive
18_cell_pos_14	negative
18_cell_pos_15	positive
18_cell_pos_16	positive
18_cell_pos_17	positive
18_cell_pos_18	positive
18_cell_pos_19	positive
18_cell_pos_20	positive
18_cell_pos_21	positive
18_cell_pos_22	positive
18_cell_pos_23	positive
18_cell_pos_24	negative
18_cell_pos_25	negative
18_cell_pos_26	negative
18_cell_pos_27	negative
18_cell_pos_28	negative
18_cell_pos_29	positive
18_cell_pos_30	positive
18_cell_pos_31	positive
18_cell_pos_32	positive
18_cell_pos_33	positive
18_cell_pos_34	positive
18_cell_pos_35	positive
18_cell_pos_36	positive
18_cell_pos_37	positive
18_cell_pos_38	positive
18_cell_pos_39	positive
18_cell_pos_40	positive
18_cell_pos_41	positive
18_cell_pos_42	positive
18_cell_pos_43	positive
18_cell_pos_44	negative
18_cell_pos_45	positive
18_cell_pos_46	positive
18_cell_pos_47	negative
18_cell_pos_48	negative
18_cell_pos_49	negative
18_cell_pos_50	negative
18_cell_pos_51	negative
18_cell_pos_52	negative
18_cell_pos_53	negative
18_cell_pos_54	negative
18_cell_pos_55	negative
18_cell_pos_56	negative
18_cell_pos_57	negative
18_cell_pos_58	negative
18_cell_pos_59	negative
18_cell_pos_60	positive
18_cell_pos_61	positive
18_cell_pos_62	positive
18_cell_pos_63	positive
18_cell_pos_64	positive
18_cell_pos_65	negative
18_cell_pos_66	positive
18_cell_pos_67	positive
1_cell_pos_1	positive
1_cell_pos_2	negative
1_cell_pos_3	negative
1_cell_pos_4	negative
1_cell_pos_5	negative
1_cell_pos_6	positive
1_cell_pos_7	negative
1_cell_pos_8	positive
1_cell_pos_9	positive
1_cell_pos_10	positive
1_cell_pos_11	positive
1_cell_pos_12	negative
1_cell_pos_13	negative
1_cell_pos_14	negative
1_cell_pos_15	positive
1_cell_pos_16	positive
1_cell_pos_17	positive
1_cell_pos_18	negative
1_cell_pos_19	negative
1_cell_pos_20	negative
1_cell_pos_21	negative
1_cell_pos_22	negative
1_cell_pos_23	positive
1_cell_pos_24	positive
1_cell_pos_25	positive
1_cell_pos_26	positive
1_cell_pos_27	positive
1_cell_pos_28	positive
1_cell_pos_29	positive
1_cell_pos_30	negative
1_cell_pos_31	negative
1_cell_pos_32	negative
1_cell_pos_33	positive
1_cell_pos_34	positive
1_cell_pos_35	positive
1_cell_pos_36	negative
1_cell_pos_37	positive
1_cell_pos_38	positive
1_cell_pos_39	positive
1_cell_pos_40	positive
1_cell_pos_41	positive
1_cell_pos_42	negative
1_cell_pos_43	negative
1_cell_pos_44	negative
1_cell_pos_45	negative
1_cell_pos_46	negative
1_cell_pos_47	negative
1_cell_pos_48	negative
1_cell_pos_49	negative
1_cell_pos_50	negative
1_cell_pos_51	negative
1_cell_pos_52	positive
1_cell_pos_53	positive
1_cell_pos_54	positive
1_cell_pos_55	positive
1_cell_pos_56	positive
1_cell_pos_57	positive
1_cell_pos_58	negative
1_cell_pos_59	negative
1_cell_pos_60	negative
1_cell_pos_61	negative
1_cell_pos_62	positive
1_cell_pos_63	positive
1_cell_pos_64	positive
1_cell_pos_65	positive
1_cell_pos_66	positive
1_cell_pos_67	negative
1_cell_pos_68	negative
1_cell_pos_69	negative
1_cell_pos_70	negative
1_cell_pos_71	negative
1_cell_pos_72	negative
1_cell_pos_73	negative
1_cell_pos_74	negative
1_cell_pos_75	negative
1_cell_pos_76	positive
1_cell_pos_77	positive
1_cell_pos_78	positive
1_cell_pos_79	positive
1_cell_pos_80	positive
1_cell_pos_81	positive
1_cell_pos_82	positive
1_cell_pos_83	positive
1_cell_pos_84	negative
1_cell_pos_85	negative
1_cell_pos_86	negative
1_cell_pos_87	negative
1_cell_pos_88	negative
1_cell_pos_89	positive
1_cell_pos_90	positive
1_cell_pos_91	positive
1_cell_pos_92	negative
1_cell_pos_93	negative
1_cell_pos_94	negative
1_cell_pos_95	negative
1_cell_pos_96	negative
1_cell_pos_97	negative
1_cell_pos_98	negative
1_cell_pos_99	positive
1_cell_pos_100	positive
1_cell_pos_101	positive
1_cell_pos_102	positive
1_cell_pos_103	positive
1_cell_pos_104	positive
1_cell_pos_105	positive
1_cell_pos_106	positive
1_cell_pos_107	positive
1_cell_pos_108	positive
1_cell_pos_109	positive
1_cell_pos_110	positive
1_cell_pos_111	negative
1_cell_pos_112	positive
1_cell_pos_113	positive
1_cell_pos_114	positive
1_cell_pos_115	positive
1_cell_pos_116	positive
1_cell_pos_117	positive
1_cell_pos_118	positive
1_cell_pos_119	positive
1_cell_pos_120	positive
1_cell_pos_121	positive
1_cell_pos_122	positive
1_cell_pos_123	positive
1_cell_pos_124	positive
1_cell_pos_125	positive
1_cell_pos_126	positive
1_cell_pos_127	negative
1_cell_pos_128	positive
1_cell_pos_129	negative
1_cell_pos_130	negative
1_cell_pos_131	negative
1_cell_pos_132	negative
1_cell_pos_133	negative
1_cell_pos_134	negative
1_cell_pos_135	negative
1_cell_pos_136	negative
1_cell_pos_137	negative
1_cell_pos_138	negative
1_cell_pos_139	positive
1_cell_pos_140	negative
1_cell_pos_141	negative
1_cell_pos_142	negative
1_cell_pos_143	negative
14_gourmet_neg_1	negative
14_gourmet_neg_2	negative
14_gourmet_neg_3	negative
14_gourmet_neg_4	negative
14_gourmet_neg_5	positive
14_gourmet_neg_6	positive
14_gourmet_neg_7	positive
14_gourmet_neg_8	negative
14_gourmet_neg_9	positive
14_gourmet_neg_10	positive
14_gourmet_neg_11	positive
14_gourmet_neg_12	negative
14_gourmet_neg_13	negative
14_gourmet_neg_14	negative
14_gourmet_neg_15	negative
14_gourmet_neg_16	negative
14_gourmet_neg_17	negative
15_gourmet_neg_1	negative
15_gourmet_neg_2	negative
15_gourmet_neg_3	negative
15_gourmet_neg_4	negative
15_gourmet_neg_5	positive
15_gourmet_neg_6	positive
15_gourmet_neg_7	positive
15_gourmet_neg_8	negative
15_gourmet_neg_9	positive
15_gourmet_neg_10	positive
15_gourmet_neg_11	positive
15_gourmet_neg_12	negative
15_gourmet_neg_13	negative
15_gourmet_neg_14	negative
15_gourmet_neg_15	negative
15_gourmet_neg_16	negative
15_gourmet_neg_17	negative
15_gourmet_pos_1	positive
15_gourmet_pos_2	positive
15_gourmet_pos_3	positive
15_gourmet_pos_4	positive
15_gourmet_pos_5	positive
15_gourmet_pos_6	positive
15_gourmet_pos_7	positive
15_gourmet_pos_8	positive
15_gourmet_pos_9	positive
15_gourmet_pos_10	positive
15_gourmet_pos_11	positive
15_gourmet_pos_12	positive
15_gourmet_pos_13	positive
15_gourmet_pos_14	positive
15_gourmet_pos_15	positive
15_gourmet_pos_16	positive
15_gourmet_pos_17	positive
15_gourmet_pos_18	positive
15_gourmet_pos_19	positive
15_gourmet_pos_20	positive
15_gourmet_pos_21	positive
15_gourmet_pos_22	positive
15_gourmet_pos_23	positive
15_gourmet_pos_24	positive
15_gourmet_pos_25	positive
15_gourmet_pos_26	positive
15_gourmet_pos_27	positive
15_gourmet_pos_28	positive
15_gourmet_pos_29	positive
15_gourmet_pos_30	positive
15_gourmet_pos_31	positive
15_gourmet_pos_32	positive
15_gourmet_pos_33	positive
15_gourmet_pos_34	positive
15_gourmet_pos_35	positive
15_gourmet_pos_36	positive
15_gourmet_pos_37	positive
15_gourmet_pos_38	positive
15_gourmet_pos_39	positive
15_gourmet_pos_40	positive
15_gourmet_pos_41	positive
15_gourmet_pos_42	positive
1_gourmet_pos_1	positive
1_gourmet_pos_2	positive
1_gourmet_pos_3	positive
1_gourmet_pos_4	negative
1_gourmet_pos_5	positive
1_gourmet_pos_6	positive
1_gourmet_pos_7	positive
1_gourmet_pos_8	positive
1_gourmet_pos_9	positive
1_gourmet_pos_10	positive
1_gourmet_pos_11	positive
1_gourmet_pos_12	positive
1_gourmet_pos_13	positive
1_gourmet_pos_14	positive
1_gourmet_pos_15	positive
1_gourmet_pos_16	negative
1_gourmet_pos_17	negative
1_gourmet_pos_18	negative
1_gourmet_pos_19	negative
1_gourmet_pos_20	positive
1_gourmet_pos_21	positive
1_gourmet_pos_22	negative
1_gourmet_pos_23	negative
1_gourmet_pos_24	positive
1_gourmet_pos_25	positive
1_gourmet_pos_26	positive
1_gourmet_pos_27	positive
1_gourmet_pos_28	positive
1_gourmet_pos_29	positive
1_gourmet_pos_30	positive
1_gourmet_pos_31	positive
1_gourmet_pos_32	positive
1_gourmet_pos_33	positive
1_gourmet_pos_34	positive
1_gourmet_pos_35	positive
1_gourmet_pos_36	positive
1_gourmet_pos_37	positive
1_gourmet_pos_38	positive
1_gourmet_pos_39	positive
1_gourmet_pos_40	positive
1_gourmet_pos_41	positive
1_gourmet_pos_42	positive
1_gourmet_pos_43	positive
1_gourmet_pos_44	positive
1_gourmet_pos_45	positive
1_gourmet_pos_46	positive
1_gourmet_pos_47	positive
1_gourmet_pos_48	positive
1_gourmet_pos_49	positive
1_gourmet_pos_50	positive
1_gourmet_pos_51	positive
1_gourmet_pos_52	positive
1_gourmet_pos_53	positive
1_gourmet_pos_54	positive
1_gourmet_pos_55	positive
1_gourmet_pos_56	positive
1_gourmet_pos_57	positive
1_gourmet_pos_58	positive
1_gourmet_pos_59	positive
1_gourmet_pos_60	positive
1_gourmet_pos_61	positive
1_gourmet_pos_62	positive
1_gourmet_pos_63	positive
1_gourmet_pos_64	positive
1_gourmet_pos_65	positive
1_gourmet_pos_66	positive
1_gourmet_pos_67	positive
1_gourmet_pos_68	positive
1_gourmet_pos_69	positive
1_gourmet_pos_70	positive
1_gourmet_pos_71	positive
1_gourmet_pos_72	positive
1_gourmet_pos_73	positive
1_gourmet_pos_74	positive
1_gourmet_pos_75	positive
1_gourmet_pos_76	positive
1_gourmet_pos_77	positive
1_gourmet_pos_78	positive
1_gourmet_pos_79	positive
1_gourmet_pos_80	positive
1_gourmet_pos_81	positive
1_gourmet_pos_82	positive
1_gourmet_pos_83	positive
1_gourmet_pos_84	positive
1_gourmet_pos_85	positive
1_gourmet_pos_86	negative
1_gourmet_pos_87	negative
1_gourmet_pos_88	negative
1_gourmet_pos_89	positive
1_gourmet_pos_90	positive
1_gourmet_pos_91	positive
1_gourmet_pos_92	positive
1_gourmet_pos_93	positive
1_gourmet_pos_94	positive
1_gourmet_pos_95	positive
1_gourmet_pos_96	positive
1_gourmet_pos_97	negative
1_gourmet_pos_98	negative
1_gourmet_pos_99	negative
1_gourmet_pos_100	positive
1_gourmet_pos_101	positive
1_gourmet_pos_102	positive
1_gourmet_pos_103	negative
1_gourmet_pos_104	positive
1_gourmet_pos_105	positive
1_gourmet_pos_106	positive
1_gourmet_pos_107	positive
1_gourmet_pos_108	positive
18_kitchen_neg_1	negative
18_kitchen_neg_2	negative
18_kitchen_neg_3	negative
18_kitchen_neg_4	negative
18_kitchen_neg_5	negative
18_kitchen_neg_6	negative
18_kitchen_neg_7	negative
18_kitchen_neg_8	negative
18_kitchen_neg_9	negative
18_kitchen_neg_10	negative
18_kitchen_neg_11	negative
18_kitchen_neg_12	positive
18_kitchen_neg_13	positive
18_kitchen_neg_14	positive
18_kitchen_neg_15	positive
18_kitchen_neg_16	positive
18_kitchen_neg_17	positive
18_kitchen_neg_18	negative
18_kitchen_neg_19	negative
18_kitchen_neg_20	negative
18_kitchen_neg_21	negative
18_kitchen_neg_22	negative
18_kitchen_neg_23	positive
18_kitchen_neg_24	positive
18_kitchen_neg_25	positive
18_kitchen_neg_26	positive
18_kitchen_neg_27	positive
18_kitchen_neg_28	positive
18_kitchen_neg_29	positive
18_kitchen_neg_30	negative
18_kitchen_neg_31	positive
18_kitchen_neg_32	positive
18_kitchen_neg_33	positive
18_kitchen_neg_34	positive
18_kitchen_neg_35	negative
18_kitchen_neg_36	negative
18_kitchen_neg_37	negative
18_kitchen_neg_38	negative
18_kitchen_neg_39	negative
18_kitchen_neg_40	negative
18_kitchen_neg_41	negative
18_kitchen_neg_42	negative
18_kitchen_neg_43	negative
18_kitchen_neg_44	negative
18_kitchen_neg_45	negative
18_kitchen_neg_46	negative
18_kitchen_neg_47	positive
18_kitchen_neg_48	positive
18_kitchen_neg_49	positive
18_kitchen_neg_50	positive
18_kitchen_neg_51	negative
18_kitchen_neg_52	positive
18_kitchen_neg_53	negative
18_kitchen_neg_54	positive
6_kitchen_neg_1	negative
6_kitchen_neg_2	negative
6_kitchen_neg_3	positive
6_kitchen_neg_4	positive
6_kitchen_neg_5	negative
6_kitchen_neg_6	negative
6_kitchen_neg_7	negative
6_kitchen_neg_8	positive
6_kitchen_neg_9	negative
6_kitchen_neg_10	negative
6_kitchen_neg_11	negative
6_kitchen_neg_12	negative
6_kitchen_neg_13	negative
6_kitchen_neg_14	negative
6_kitchen_neg_15	negative
6_kitchen_neg_16	negative
6_kitchen_neg_17	negative
6_kitchen_neg_18	negative
6_kitchen_neg_19	negative
6_kitchen_neg_20	negative
6_kitchen_neg_21	negative
6_kitchen_neg_22	negative
6_kitchen_neg_23	positive
6_kitchen_neg_24	positive
6_kitchen_neg_25	negative
6_kitchen_neg_26	positive
6_kitchen_neg_27	negative
6_kitchen_neg_28	negative
6_kitchen_neg_29	positive
6_kitchen_neg_30	negative
6_kitchen_neg_31	negative
6_kitchen_neg_32	negative
6_kitchen_neg_33	negative
6_kitchen_neg_34	negative
6_kitchen_neg_35	negative
6_kitchen_neg_36	negative
6_kitchen_neg_37	negative
6_kitchen_neg_38	negative
6_kitchen_neg_39	negative
6_kitchen_neg_40	negative
6_kitchen_neg_41	negative
6_kitchen_neg_42	negative
6_kitchen_neg_43	negative
6_kitchen_neg_44	negative
6_kitchen_neg_45	negative
6_kitchen_neg_46	negative
6_kitchen_neg_47	negative
6_kitchen_neg_48	negative
6_kitchen_neg_49	negative
6_kitchen_neg_50	negative
6_kitchen_neg_51	negative
6_kitchen_neg_52	negative
6_kitchen_neg_53	negative
6_kitchen_neg_54	negative
6_kitchen_neg_55	negative
6_kitchen_neg_56	negative
6_kitchen_neg_57	negative
6_kitchen_neg_58	negative
6_kitchen_neg_59	negative
6_kitchen_neg_60	negative
6_kitchen_neg_61	negative
6_kitchen_neg_62	negative
6_kitchen_neg_63	negative
6_kitchen_neg_64	negative
13_kitchen_pos_1	positive
13_kitchen_pos_2	positive
13_kitchen_pos_3	negative
13_kitchen_pos_4	negative
13_kitchen_pos_5	negative
13_kitchen_pos_6	negative
13_kitchen_pos_7	negative
13_kitchen_pos_8	negative
13_kitchen_pos_9	negative
13_kitchen_pos_10	negative
13_kitchen_pos_11	negative
13_kitchen_pos_12	negative
13_kitchen_pos_13	negative
13_kitchen_pos_14	negative
13_kitchen_pos_15	negative
13_kitchen_pos_16	positive
13_kitchen_pos_17	positive
13_kitchen_pos_18	positive
13_kitchen_pos_19	positive
13_kitchen_pos_20	positive
13_kitchen_pos_21	positive
13_kitchen_pos_22	positive
13_kitchen_pos_23	positive
13_kitchen_pos_24	positive
13_kitchen_pos_25	positive
13_kitchen_pos_26	positive
13_kitchen_pos_27	positive
13_kitchen_pos_28	positive
13_kitchen_pos_29	positive
13_kitchen_pos_30	positive
13_kitchen_pos_31	positive
13_kitchen_pos_32	positive
13_kitchen_pos_33	negative
13_kitchen_pos_34	negative
13_kitchen_pos_35	positive
13_kitchen_pos_36	positive
13_kitchen_pos_37	positive
13_kitchen_pos_38	positive
13_kitchen_pos_39	positive
13_kitchen_pos_40	positive
13_kitchen_pos_41	positive
13_kitchen_pos_42	negative
13_kitchen_pos_43	positive
13_kitchen_pos_44	positive
13_kitchen_pos_45	positive
13_kitchen_pos_46	positive
13_kitchen_pos_47	positive
13_kitchen_pos_48	positive
13_kitchen_pos_49	positive
13_kitchen_pos_50	positive
13_kitchen_pos_51	positive
13_kitchen_pos_52	negative
13_kitchen_pos_53	negative
13_kitchen_pos_54	negative
13_kitchen_pos_55	positive
13_kitchen_pos_56	positive
13_kitchen_pos_57	positive
13_kitchen_pos_58	positive
13_kitchen_pos_59	positive
15_kitchen_pos_1	positive
15_kitchen_pos_2	positive
15_kitchen_pos_3	positive
15_kitchen_pos_4	positive
15_kitchen_pos_5	positive
15_kitchen_pos_6	negative
15_kitchen_pos_7	negative
15_kitchen_pos_8	negative
15_kitchen_pos_9	positive
15_kitchen_pos_10	positive
15_kitchen_pos_11	positive
15_kitchen_pos_12	positive
15_kitchen_pos_13	positive
15_kitchen_pos_14	positive
15_kitchen_pos_15	positive
15_kitchen_pos_16	positive
15_kitchen_pos_17	positive
15_kitchen_pos_18	positive
15_kitchen_pos_19	positive
15_kitchen_pos_20	positive
15_kitchen_pos_21	positive
15_kitchen_pos_22	positive
15_kitchen_pos_23	positive
15_kitchen_pos_24	positive
15_kitchen_pos_25	positive
15_kitchen_pos_26	positive
15_kitchen_pos_27	positive
15_kitchen_pos_28	positive
15_kitchen_pos_29	positive
15_kitchen_pos_30	positive
15_kitchen_pos_31	positive
15_kitchen_pos_32	positive
15_kitchen_pos_33	positive
15_kitchen_pos_34	positive
15_kitchen_pos_35	positive
15_kitchen_pos_36	positive
15_kitchen_pos_37	positive
15_kitchen_pos_38	positive
15_kitchen_pos_39	positive
15_kitchen_pos_40	positive
15_kitchen_pos_41	positive
15_kitchen_pos_42	positive
15_kitchen_pos_43	positive
15_kitchen_pos_44	positive
15_kitchen_pos_45	positive
15_kitchen_pos_46	positive
15_kitchen_pos_47	positive
15_kitchen_pos_48	positive
15_kitchen_pos_49	positive
15_kitchen_pos_50	positive
15_kitchen_pos_51	positive
15_kitchen_pos_52	positive
