PhraseIDs	Contrast
16_cell_pos_44	False
16_cell_pos_45	False
16_cell_pos_46	False
16_cell_pos_47	False
16_cell_pos_48	False
16_cell_pos_49	False
16_cell_pos_50	False
16_cell_pos_51	False
16_cell_pos_52	False
16_cell_pos_53	False
16_cell_pos_54	False
16_cell_pos_55	False
16_cell_pos_56	False
16_cell_pos_57	False
16_cell_pos_58	False
16_cell_pos_59	False
16_cell_pos_60	False
16_cell_pos_61	False
16_cell_pos_62	False
16_cell_pos_63	False
16_cell_pos_64	False
16_cell_pos_65	False
16_cell_pos_66	False
16_cell_pos_67	False
16_cell_pos_68	False
16_cell_pos_69	False
16_cell_pos_70	False
16_cell_pos_71	False
16_cell_pos_72	True
16_cell_pos_73	False
16_cell_pos_74	False
16_cell_pos_75	False
16_cell_pos_76	False
16_cell_pos_77	False
16_cell_pos_78	True
16_cell_pos_79	False
16_cell_pos_80	False
16_cell_pos_81	False
16_cell_pos_82	False
16_cell_pos_83	False
7_kitchen_pos_1	False
7_kitchen_pos_2	False
7_kitchen_pos_3	False
7_kitchen_pos_4	False
7_kitchen_pos_5	False
7_kitchen_pos_6	False
7_kitchen_pos_7	False
7_kitchen_pos_8	False
7_kitchen_pos_9	False
7_kitchen_pos_10	False
7_kitchen_pos_11	False
7_kitchen_pos_12	False
7_kitchen_pos_13	True
7_kitchen_pos_14	False
7_kitchen_pos_15	False
7_kitchen_pos_16	False
7_kitchen_pos_17	False
7_kitchen_pos_18	False
7_kitchen_pos_19	False
7_kitchen_pos_20	False
7_kitchen_pos_21	True
7_kitchen_pos_22	False
7_kitchen_pos_23	False
7_kitchen_pos_24	False
7_kitchen_pos_25	False
7_kitchen_pos_26	False
7_kitchen_pos_27	False
7_kitchen_pos_28	False
7_kitchen_pos_29	False
7_kitchen_pos_30	False
7_kitchen_pos_31	False
7_kitchen_pos_32	False
7_kitchen_pos_33	False
7_kitchen_pos_34	False
7_kitchen_pos_35	False
7_kitchen_pos_36	False
7_kitchen_pos_37	False
7_kitchen_pos_38	False
7_kitchen_pos_39	False
7_kitchen_pos_40	False
7_kitchen_pos_41	False
7_kitchen_pos_42	False
7_kitchen_pos_43	False
7_kitchen_pos_44	False
7_kitchen_pos_45	False
7_kitchen_pos_46	False
7_kitchen_pos_47	False
7_kitchen_pos_48	False
7_kitchen_pos_49	False
7_kitchen_pos_50	False
7_kitchen_pos_51	True
7_kitchen_pos_52	False
7_kitchen_pos_53	False
7_kitchen_pos_54	False
7_kitchen_pos_55	False
7_kitchen_pos_56	False
7_kitchen_pos_57	False
7_kitchen_pos_58	False
7_kitchen_pos_59	False
7_kitchen_pos_60	False
7_kitchen_pos_61	False
7_kitchen_pos_62	False
7_kitchen_pos_63	False
7_kitchen_pos_64	False
7_kitchen_pos_65	False
15_kitchen_neg_1	False
15_kitchen_neg_2	False
15_kitchen_neg_3	False
15_kitchen_neg_4	False
15_kitchen_neg_5	False
15_kitchen_neg_6	False
15_kitchen_neg_7	False
15_kitchen_neg_8	False
15_kitchen_neg_9	False
15_kitchen_neg_10	False
15_kitchen_neg_11	False
15_kitchen_neg_12	False
15_kitchen_neg_13	False
15_kitchen_neg_14	False
15_kitchen_neg_15	False
15_kitchen_neg_16	False
15_kitchen_neg_17	False
15_kitchen_neg_18	False
15_kitchen_neg_19	False
15_kitchen_neg_20	True
15_kitchen_neg_21	False
15_kitchen_neg_22	False
15_kitchen_neg_23	False
15_kitchen_neg_24	False
15_kitchen_neg_25	False
15_kitchen_neg_26	False
15_kitchen_neg_27	False
15_kitchen_neg_28	False
15_kitchen_neg_29	False
15_kitchen_neg_30	False
15_kitchen_neg_31	False
15_kitchen_neg_32	False
15_kitchen_neg_33	False
15_kitchen_neg_34	False
15_kitchen_neg_35	False
15_kitchen_neg_36	False
15_kitchen_neg_37	False
15_kitchen_neg_38	False
15_kitchen_neg_39	False
15_kitchen_neg_40	False
15_kitchen_neg_41	False
15_kitchen_neg_42	False
15_kitchen_neg_43	False
2_gourmet_pos_1	False
2_gourmet_pos_2	False
2_gourmet_pos_3	False
2_gourmet_pos_4	False
2_gourmet_pos_5	False
2_gourmet_pos_6	False
2_gourmet_pos_7	False
2_gourmet_pos_8	False
2_gourmet_pos_9	False
2_gourmet_pos_10	False
2_gourmet_pos_11	False
2_gourmet_pos_12	False
2_gourmet_pos_13	False
2_gourmet_pos_14	False
2_gourmet_pos_15	False
2_gourmet_pos_16	False
2_gourmet_pos_17	False
2_gourmet_pos_18	False
2_gourmet_pos_19	False
2_gourmet_pos_20	False
2_gourmet_pos_21	False
2_gourmet_pos_22	False
2_gourmet_pos_23	False
2_gourmet_pos_24	False
2_gourmet_pos_25	False
2_gourmet_pos_26	False
2_gourmet_pos_27	False
2_gourmet_pos_28	False
2_gourmet_pos_29	False
2_gourmet_pos_30	False
2_gourmet_pos_31	False
2_gourmet_pos_32	False
2_gourmet_pos_33	False
2_gourmet_pos_34	False
2_gourmet_pos_35	False
2_gourmet_pos_36	False
2_gourmet_pos_37	False
2_gourmet_pos_38	False
2_gourmet_pos_39	False
2_gourmet_pos_40	False
2_gourmet_pos_41	False
2_gourmet_pos_42	False
2_gourmet_pos_43	False
2_gourmet_pos_44	False
2_gourmet_pos_45	False
2_gourmet_pos_46	False
2_gourmet_pos_47	False
2_gourmet_pos_48	False
2_gourmet_pos_49	False
2_gourmet_pos_50	False
2_gourmet_pos_51	False
2_gourmet_pos_52	False
2_gourmet_pos_53	False
2_gourmet_pos_54	False
2_gourmet_pos_55	False
2_gourmet_pos_56	False
2_gourmet_pos_57	False
2_gourmet_pos_58	False
2_gourmet_pos_59	False
2_gourmet_pos_60	False
2_gourmet_pos_61	False
2_gourmet_pos_62	False
2_gourmet_pos_63	False
1_gourmet_neg_1	False
1_gourmet_neg_2	False
1_gourmet_neg_3	False
1_gourmet_neg_4	False
1_gourmet_neg_5	False
1_gourmet_neg_6	False
1_gourmet_neg_7	False
1_gourmet_neg_8	False
1_gourmet_neg_9	False
1_gourmet_neg_10	False
1_gourmet_neg_11	False
1_gourmet_neg_12	False
1_gourmet_neg_13	True
1_gourmet_neg_14	False
1_gourmet_neg_15	True
1_gourmet_neg_16	False
1_gourmet_neg_17	False
1_gourmet_neg_18	True
1_gourmet_neg_19	True
1_gourmet_neg_20	False
1_gourmet_neg_21	False
1_gourmet_neg_22	False
1_gourmet_neg_23	False
1_gourmet_neg_24	False
1_gourmet_neg_25	False
1_gourmet_neg_26	False
1_gourmet_neg_27	False
1_gourmet_neg_28	False
1_gourmet_neg_29	False
1_gourmet_neg_30	False
1_gourmet_neg_31	False
1_gourmet_neg_32	False
1_gourmet_neg_33	False
1_gourmet_neg_34	False
1_gourmet_neg_35	False
1_gourmet_neg_36	False
1_gourmet_neg_37	False
1_gourmet_neg_38	False
1_gourmet_neg_39	False
1_gourmet_neg_40	False
1_gourmet_neg_41	False
1_gourmet_neg_42	False
1_gourmet_neg_43	False
1_gourmet_neg_44	False
1_gourmet_neg_45	False
1_gourmet_neg_46	False
1_gourmet_neg_47	False
1_gourmet_neg_48	False
1_gourmet_neg_49	False
1_gourmet_neg_50	False
1_gourmet_neg_51	False
1_gourmet_neg_52	False
1_gourmet_neg_53	False
1_gourmet_neg_54	False
1_gourmet_neg_55	False
1_gourmet_neg_56	False
1_gourmet_neg_57	False
1_gourmet_neg_58	False
1_gourmet_neg_59	False
1_gourmet_neg_60	False
1_gourmet_neg_61	False
1_gourmet_neg_62	False
1_gourmet_neg_63	False
1_gourmet_neg_64	False
1_gourmet_neg_65	False
1_gourmet_neg_66	False
1_gourmet_neg_67	False
1_gourmet_neg_68	False
1_gourmet_neg_69	False
1_gourmet_neg_70	False
1_gourmet_neg_71	False
1_gourmet_neg_72	False
1_gourmet_neg_73	False
1_gourmet_neg_74	False
1_gourmet_neg_75	False
1_gourmet_neg_76	False
1_gourmet_neg_77	False
1_gourmet_neg_78	False
1_gourmet_neg_79	False
1_gourmet_neg_80	False
1_gourmet_neg_81	False
1_gourmet_neg_82	False
1_gourmet_neg_83	False
1_gourmet_neg_84	False
1_gourmet_neg_85	False
1_gourmet_neg_86	False
1_gourmet_neg_87	False
1_gourmet_neg_88	False
1_gourmet_neg_89	True
1_gourmet_neg_90	False
1_gourmet_neg_91	False
1_gourmet_neg_92	False
1_gourmet_neg_93	True
1_gourmet_neg_94	False
1_gourmet_neg_95	False
1_gourmet_neg_96	False
1_gourmet_neg_97	False
1_gourmet_neg_98	False
1_gourmet_neg_99	False
1_gourmet_neg_100	False
1_gourmet_neg_101	False
