PhraseIDs	Polarity
6_cell_neg_55	negative
6_cell_neg_56	negative
6_cell_neg_57	negative
6_cell_neg_58	negative
6_cell_neg_59	negative
6_cell_neg_60	negative
6_cell_neg_61	negative
6_cell_neg_62	negative
6_cell_neg_63	negative
6_cell_neg_64	negative
6_cell_neg_65	negative
6_cell_neg_66	negative
6_cell_neg_67	negative
6_cell_neg_68	positive
6_cell_neg_69	negative
6_cell_neg_70	negative
6_cell_neg_71	negative
6_cell_neg_72	negative
6_cell_neg_73	negative
14_cell_pos_1	positive
14_cell_pos_2	positive
14_cell_pos_3	negative
14_cell_pos_4	positive
14_cell_pos_5	positive
14_cell_pos_6	positive
14_cell_pos_7	positive
14_cell_pos_8	positive
14_cell_pos_9	positive
14_cell_pos_10	positive
14_cell_pos_11	positive
14_cell_pos_12	positive
14_cell_pos_13	positive
14_cell_pos_14	positive
14_cell_pos_15	positive
14_cell_pos_16	positive
14_cell_pos_17	positive
14_cell_pos_18	positive
14_cell_pos_19	positive
14_cell_pos_20	positive
14_cell_pos_21	positive
14_cell_pos_22	positive
14_cell_pos_23	positive
14_cell_pos_24	positive
14_cell_pos_25	positive
14_cell_pos_26	positive
14_cell_pos_27	positive
14_cell_pos_28	positive
14_cell_pos_29	positive
14_cell_pos_30	positive
14_cell_pos_31	positive
14_cell_pos_32	positive
14_cell_pos_33	positive
14_cell_pos_34	positive
14_cell_pos_35	positive
14_cell_pos_36	positive
14_cell_pos_37	positive
14_cell_pos_38	positive
14_cell_pos_39	positive
14_cell_pos_40	positive
14_cell_pos_41	positive
14_cell_pos_42	negative
14_cell_pos_43	negative
14_cell_pos_44	negative
14_cell_pos_45	positive
14_cell_pos_46	positive
14_cell_pos_47	positive
14_cell_pos_48	positive
14_cell_pos_49	negative
14_cell_pos_50	negative
14_cell_pos_51	negative
14_cell_pos_52	negative
14_cell_pos_53	negative
14_cell_pos_54	negative
14_cell_pos_55	negative
14_cell_pos_56	negative
14_cell_pos_57	negative
14_cell_pos_58	negative
14_cell_pos_59	negative
14_cell_pos_60	negative
14_cell_pos_61	negative
14_cell_pos_62	negative
14_cell_pos_63	negative
14_cell_pos_64	negative
14_cell_pos_65	negative
14_cell_pos_66	negative
14_cell_pos_67	negative
14_cell_pos_68	negative
14_cell_pos_69	negative
14_cell_pos_70	negative
14_cell_pos_71	positive
14_cell_pos_72	positive
14_cell_pos_73	positive
14_cell_pos_74	positive
14_cell_pos_75	negative
14_cell_pos_76	negative
14_cell_pos_77	negative
14_cell_pos_78	negative
14_cell_pos_79	negative
14_cell_pos_80	positive
14_cell_pos_81	positive
2_cell_pos_1	positive
2_cell_pos_2	negative
2_cell_pos_3	negative
2_cell_pos_4	negative
2_cell_pos_5	negative
2_cell_pos_6	positive
2_cell_pos_7	negative
2_cell_pos_8	positive
2_cell_pos_9	positive
2_cell_pos_10	positive
2_cell_pos_11	positive
2_cell_pos_12	negative
2_cell_pos_13	negative
2_cell_pos_14	negative
2_cell_pos_15	positive
2_cell_pos_16	positive
2_cell_pos_17	positive
2_cell_pos_18	negative
2_cell_pos_19	negative
2_cell_pos_20	negative
2_cell_pos_21	negative
2_cell_pos_22	negative
2_cell_pos_23	positive
2_cell_pos_24	positive
2_cell_pos_25	positive
2_cell_pos_26	positive
2_cell_pos_27	positive
2_cell_pos_28	positive
2_cell_pos_29	positive
2_cell_pos_30	negative
2_cell_pos_31	negative
2_cell_pos_32	negative
2_cell_pos_33	positive
2_cell_pos_34	positive
2_cell_pos_35	positive
2_cell_pos_36	negative
2_cell_pos_37	positive
2_cell_pos_38	positive
2_cell_pos_39	positive
2_cell_pos_40	positive
2_cell_pos_41	positive
2_cell_pos_42	negative
2_cell_pos_43	negative
2_cell_pos_44	negative
2_cell_pos_45	negative
2_cell_pos_46	negative
2_cell_pos_47	negative
2_cell_pos_48	negative
2_cell_pos_49	negative
2_cell_pos_50	negative
2_cell_pos_51	negative
2_cell_pos_52	positive
2_cell_pos_53	positive
2_cell_pos_54	positive
2_cell_pos_55	positive
2_cell_pos_56	positive
2_cell_pos_57	positive
2_cell_pos_58	negative
2_cell_pos_59	negative
2_cell_pos_60	negative
2_cell_pos_61	negative
2_cell_pos_62	positive
2_cell_pos_63	positive
2_cell_pos_64	positive
2_cell_pos_65	positive
2_cell_pos_66	positive
2_cell_pos_67	negative
2_cell_pos_68	negative
2_cell_pos_69	negative
2_cell_pos_70	negative
2_cell_pos_71	negative
2_cell_pos_72	negative
2_cell_pos_73	negative
2_cell_pos_74	negative
2_cell_pos_75	negative
2_cell_pos_76	positive
2_cell_pos_77	positive
2_cell_pos_78	positive
2_cell_pos_79	positive
2_cell_pos_80	positive
2_cell_pos_81	positive
2_cell_pos_82	positive
2_cell_pos_83	positive
2_cell_pos_84	negative
2_cell_pos_85	negative
2_cell_pos_86	negative
2_cell_pos_87	negative
2_cell_pos_88	negative
2_cell_pos_89	positive
2_cell_pos_90	positive
2_cell_pos_91	positive
2_cell_pos_92	negative
2_cell_pos_93	negative
2_cell_pos_94	negative
2_cell_pos_95	negative
2_cell_pos_96	negative
2_cell_pos_97	negative
2_cell_pos_98	negative
2_cell_pos_99	positive
2_cell_pos_100	positive
2_cell_pos_101	positive
2_cell_pos_102	positive
2_cell_pos_103	positive
2_cell_pos_104	positive
2_cell_pos_105	positive
2_cell_pos_106	positive
2_cell_pos_107	positive
2_cell_pos_108	positive
2_cell_pos_109	positive
2_cell_pos_110	positive
2_cell_pos_111	negative
2_cell_pos_112	positive
2_cell_pos_113	positive
2_cell_pos_114	positive
2_cell_pos_115	positive
2_cell_pos_116	positive
2_cell_pos_117	positive
2_cell_pos_118	positive
2_cell_pos_119	positive
2_cell_pos_120	positive
2_cell_pos_121	positive
2_cell_pos_122	positive
2_cell_pos_123	positive
2_cell_pos_124	positive
2_cell_pos_125	positive
2_cell_pos_126	positive
2_cell_pos_127	negative
2_cell_pos_128	positive
2_cell_pos_129	negative
2_cell_pos_130	negative
2_cell_pos_131	negative
2_cell_pos_132	negative
2_cell_pos_133	negative
2_cell_pos_134	negative
2_cell_pos_135	negative
2_cell_pos_136	negative
2_cell_pos_137	negative
2_cell_pos_138	negative
2_cell_pos_139	positive
2_cell_pos_140	negative
2_cell_pos_141	negative
2_cell_pos_142	negative
2_cell_pos_143	negative
13_gourmet_neg_1	negative
13_gourmet_neg_2	negative
13_gourmet_neg_3	negative
13_gourmet_neg_4	negative
13_gourmet_neg_5	negative
13_gourmet_neg_6	negative
13_gourmet_neg_7	negative
13_gourmet_neg_8	negative
13_gourmet_neg_9	negative
13_gourmet_neg_10	negative
13_gourmet_neg_11	negative
13_gourmet_neg_12	negative
13_gourmet_neg_13	negative
13_gourmet_neg_14	negative
13_gourmet_neg_15	negative
13_gourmet_neg_16	negative
13_gourmet_neg_17	negative
13_gourmet_neg_18	negative
13_gourmet_neg_19	negative
13_gourmet_neg_20	negative
13_gourmet_neg_21	negative
13_gourmet_neg_22	negative
7_gourmet_neg_1	negative
7_gourmet_neg_2	negative
7_gourmet_neg_3	negative
7_gourmet_neg_4	negative
7_gourmet_neg_5	negative
7_gourmet_neg_6	negative
7_gourmet_neg_7	negative
7_gourmet_neg_8	negative
7_gourmet_neg_9	negative
7_gourmet_neg_10	negative
7_gourmet_neg_11	negative
7_gourmet_neg_12	negative
7_gourmet_neg_13	negative
7_gourmet_neg_14	negative
7_gourmet_neg_15	positive
7_gourmet_neg_16	positive
7_gourmet_neg_17	positive
7_gourmet_neg_18	positive
7_gourmet_neg_19	positive
7_gourmet_neg_20	negative
7_gourmet_neg_21	negative
7_gourmet_neg_22	negative
7_gourmet_neg_23	negative
13_gourmet_pos_1	positive
13_gourmet_pos_2	positive
13_gourmet_pos_3	positive
13_gourmet_pos_4	positive
13_gourmet_pos_5	positive
13_gourmet_pos_6	positive
13_gourmet_pos_7	positive
13_gourmet_pos_8	negative
13_gourmet_pos_9	positive
13_gourmet_pos_10	positive
13_gourmet_pos_11	positive
13_gourmet_pos_12	positive
13_gourmet_pos_13	positive
13_gourmet_pos_14	positive
13_gourmet_pos_15	positive
13_gourmet_pos_16	positive
13_gourmet_pos_17	positive
13_gourmet_pos_18	positive
13_gourmet_pos_19	positive
13_gourmet_pos_20	positive
13_gourmet_pos_21	positive
13_gourmet_pos_22	positive
13_gourmet_pos_23	positive
13_gourmet_pos_24	positive
13_gourmet_pos_25	positive
13_gourmet_pos_26	positive
13_gourmet_pos_27	positive
13_gourmet_pos_28	negative
13_gourmet_pos_29	negative
13_gourmet_pos_30	positive
13_gourmet_pos_31	positive
13_gourmet_pos_32	positive
13_gourmet_pos_33	positive
13_gourmet_pos_34	positive
13_gourmet_pos_35	positive
13_gourmet_pos_36	positive
13_gourmet_pos_37	positive
13_gourmet_pos_38	positive
13_gourmet_pos_39	positive
13_gourmet_pos_40	positive
13_gourmet_pos_41	positive
13_gourmet_pos_42	positive
13_gourmet_pos_43	positive
13_gourmet_pos_44	positive
13_gourmet_pos_45	positive
13_gourmet_pos_46	positive
13_gourmet_pos_47	positive
14_gourmet_pos_1	positive
14_gourmet_pos_2	positive
14_gourmet_pos_3	positive
14_gourmet_pos_4	negative
14_gourmet_pos_5	negative
14_gourmet_pos_6	negative
14_gourmet_pos_7	negative
14_gourmet_pos_8	negative
14_gourmet_pos_9	negative
14_gourmet_pos_10	negative
14_gourmet_pos_11	negative
14_gourmet_pos_12	negative
14_gourmet_pos_13	negative
14_gourmet_pos_14	negative
14_gourmet_pos_15	negative
14_gourmet_pos_16	negative
14_gourmet_pos_17	positive
14_gourmet_pos_18	positive
14_gourmet_pos_19	positive
14_gourmet_pos_20	positive
14_gourmet_pos_21	positive
14_gourmet_pos_22	positive
14_gourmet_pos_23	positive
14_gourmet_pos_24	positive
14_gourmet_pos_25	positive
14_gourmet_pos_26	positive
14_gourmet_pos_27	positive
14_gourmet_pos_28	positive
14_gourmet_pos_29	positive
14_gourmet_pos_30	positive
14_gourmet_pos_31	positive
14_gourmet_pos_32	positive
14_gourmet_pos_33	positive
14_gourmet_pos_34	positive
14_gourmet_pos_35	positive
14_gourmet_pos_36	negative
14_gourmet_pos_37	positive
14_gourmet_pos_38	positive
14_gourmet_pos_39	positive
14_gourmet_pos_40	positive
14_gourmet_pos_41	negative
14_gourmet_pos_42	positive
14_gourmet_pos_43	positive
14_gourmet_pos_44	positive
14_gourmet_pos_45	positive
14_gourmet_pos_46	positive
14_gourmet_pos_47	positive
14_gourmet_pos_48	positive
14_gourmet_pos_49	positive
14_gourmet_pos_50	positive
10_kitchen_neg_1	negative
10_kitchen_neg_2	negative
10_kitchen_neg_3	positive
10_kitchen_neg_4	positive
10_kitchen_neg_5	negative
10_kitchen_neg_6	negative
10_kitchen_neg_7	negative
10_kitchen_neg_8	negative
10_kitchen_neg_9	negative
10_kitchen_neg_10	negative
10_kitchen_neg_11	negative
10_kitchen_neg_12	negative
10_kitchen_neg_13	negative
10_kitchen_neg_14	negative
10_kitchen_neg_15	negative
10_kitchen_neg_16	negative
10_kitchen_neg_17	negative
10_kitchen_neg_18	negative
10_kitchen_neg_19	negative
10_kitchen_neg_20	negative
10_kitchen_neg_21	negative
10_kitchen_neg_22	negative
10_kitchen_neg_23	negative
10_kitchen_neg_24	negative
10_kitchen_neg_25	negative
10_kitchen_neg_26	negative
10_kitchen_neg_27	negative
10_kitchen_neg_28	negative
10_kitchen_neg_29	negative
10_kitchen_neg_30	negative
10_kitchen_neg_31	negative
10_kitchen_neg_32	negative
10_kitchen_neg_33	negative
10_kitchen_neg_34	negative
10_kitchen_neg_35	negative
10_kitchen_neg_36	negative
10_kitchen_neg_37	negative
10_kitchen_neg_38	negative
10_kitchen_neg_39	negative
20_kitchen_neg_1	positive
20_kitchen_neg_2	positive
20_kitchen_neg_3	negative
20_kitchen_neg_4	negative
20_kitchen_neg_5	negative
20_kitchen_neg_6	negative
20_kitchen_neg_7	negative
20_kitchen_neg_8	negative
20_kitchen_neg_9	negative
20_kitchen_neg_10	negative
20_kitchen_neg_11	negative
20_kitchen_neg_12	negative
20_kitchen_neg_13	negative
20_kitchen_neg_14	negative
20_kitchen_neg_15	negative
20_kitchen_neg_16	negative
20_kitchen_neg_17	negative
20_kitchen_neg_18	negative
20_kitchen_neg_19	negative
20_kitchen_neg_20	negative
20_kitchen_neg_21	negative
20_kitchen_neg_22	negative
20_kitchen_neg_23	negative
20_kitchen_neg_24	negative
20_kitchen_neg_25	negative
20_kitchen_neg_26	negative
20_kitchen_neg_27	negative
20_kitchen_neg_28	negative
20_kitchen_neg_29	negative
20_kitchen_neg_30	negative
20_kitchen_neg_31	negative
20_kitchen_neg_32	negative
20_kitchen_neg_33	negative
20_kitchen_neg_34	negative
20_kitchen_neg_35	negative
20_kitchen_neg_36	negative
20_kitchen_neg_37	negative
20_kitchen_neg_38	negative
20_kitchen_neg_39	negative
20_kitchen_neg_40	negative
20_kitchen_neg_41	negative
20_kitchen_neg_42	negative
20_kitchen_neg_43	negative
20_kitchen_neg_44	negative
20_kitchen_pos_1	positive
20_kitchen_pos_2	positive
20_kitchen_pos_3	positive
20_kitchen_pos_4	positive
20_kitchen_pos_5	positive
20_kitchen_pos_6	positive
20_kitchen_pos_7	positive
20_kitchen_pos_8	positive
20_kitchen_pos_9	positive
20_kitchen_pos_10	positive
20_kitchen_pos_11	positive
20_kitchen_pos_12	positive
20_kitchen_pos_13	positive
20_kitchen_pos_14	negative
20_kitchen_pos_15	negative
20_kitchen_pos_16	positive
20_kitchen_pos_17	positive
20_kitchen_pos_18	positive
20_kitchen_pos_19	positive
20_kitchen_pos_20	positive
20_kitchen_pos_21	positive
20_kitchen_pos_22	positive
20_kitchen_pos_23	positive
20_kitchen_pos_24	positive
20_kitchen_pos_25	positive
20_kitchen_pos_26	positive
20_kitchen_pos_27	positive
20_kitchen_pos_28	positive
20_kitchen_pos_29	negative
20_kitchen_pos_30	negative
20_kitchen_pos_31	negative
20_kitchen_pos_32	positive
20_kitchen_pos_33	negative
20_kitchen_pos_34	negative
20_kitchen_pos_35	positive
20_kitchen_pos_36	negative
20_kitchen_pos_37	negative
20_kitchen_pos_38	positive
20_kitchen_pos_39	negative
20_kitchen_pos_40	negative
20_kitchen_pos_41	negative
20_kitchen_pos_42	negative
20_kitchen_pos_43	negative
20_kitchen_pos_44	positive
20_kitchen_pos_45	positive
20_kitchen_pos_46	negative
20_kitchen_pos_47	negative
20_kitchen_pos_48	negative
20_kitchen_pos_49	negative
20_kitchen_pos_50	negative
20_kitchen_pos_51	negative
20_kitchen_pos_52	negative
6_kitchen_pos_1	negative
6_kitchen_pos_2	negative
6_kitchen_pos_3	negative
6_kitchen_pos_4	negative
6_kitchen_pos_5	negative
6_kitchen_pos_6	positive
6_kitchen_pos_7	positive
6_kitchen_pos_8	positive
6_kitchen_pos_9	negative
6_kitchen_pos_10	negative
6_kitchen_pos_11	positive
6_kitchen_pos_12	negative
6_kitchen_pos_13	negative
6_kitchen_pos_14	positive
6_kitchen_pos_15	positive
6_kitchen_pos_16	positive
6_kitchen_pos_17	positive
6_kitchen_pos_18	positive
6_kitchen_pos_19	positive
6_kitchen_pos_20	positive
6_kitchen_pos_21	positive
6_kitchen_pos_22	positive
6_kitchen_pos_23	positive
6_kitchen_pos_24	positive
6_kitchen_pos_25	positive
6_kitchen_pos_26	negative
6_kitchen_pos_27	positive
6_kitchen_pos_28	negative
6_kitchen_pos_29	positive
6_kitchen_pos_30	positive
6_kitchen_pos_31	positive
6_kitchen_pos_32	positive
6_kitchen_pos_33	negative
6_kitchen_pos_34	negative
6_kitchen_pos_35	negative
6_kitchen_pos_36	negative
6_kitchen_pos_37	negative
6_kitchen_pos_38	positive
6_kitchen_pos_39	negative
6_kitchen_pos_40	positive
6_kitchen_pos_41	positive
6_kitchen_pos_42	positive
6_kitchen_pos_43	positive
6_kitchen_pos_44	positive
6_kitchen_pos_45	positive
6_kitchen_pos_46	positive
6_kitchen_pos_47	positive
6_kitchen_pos_48	positive
6_kitchen_pos_49	negative
6_kitchen_pos_50	negative
6_kitchen_pos_51	negative
6_kitchen_pos_52	positive
6_kitchen_pos_53	positive
6_kitchen_pos_54	positive
6_kitchen_pos_55	positive
6_kitchen_pos_56	positive
6_kitchen_pos_57	positive
6_kitchen_pos_58	negative
6_kitchen_pos_59	positive
6_kitchen_pos_60	positive
6_kitchen_pos_61	positive
6_kitchen_pos_62	positive
6_kitchen_pos_63	positive
6_kitchen_pos_64	positive
6_kitchen_pos_65	negative
6_kitchen_pos_66	negative
6_kitchen_pos_67	negative
6_kitchen_pos_68	positive
6_kitchen_pos_69	negative
6_kitchen_pos_70	negative
6_kitchen_pos_71	negative
6_kitchen_pos_72	negative
6_kitchen_pos_73	negative
6_kitchen_pos_74	positive
6_kitchen_pos_75	negative
6_kitchen_pos_76	negative
6_kitchen_pos_77	positive
6_kitchen_pos_78	negative
6_kitchen_pos_79	negative
6_kitchen_pos_80	positive
6_kitchen_pos_81	positive
6_kitchen_pos_82	negative
6_kitchen_pos_83	positive
6_kitchen_pos_84	positive
6_kitchen_pos_85	negative
6_kitchen_pos_86	negative
6_kitchen_pos_87	positive
6_kitchen_pos_88	positive
6_kitchen_pos_89	negative
6_kitchen_pos_90	negative
6_kitchen_pos_91	negative
6_kitchen_pos_92	negative
6_kitchen_pos_93	positive
6_kitchen_pos_94	positive
6_kitchen_pos_95	positive
6_kitchen_pos_96	negative
6_kitchen_pos_97	negative
6_kitchen_pos_98	negative
6_kitchen_pos_99	negative
6_kitchen_pos_100	negative
6_kitchen_pos_101	negative
6_kitchen_pos_102	positive
6_kitchen_pos_103	negative
6_kitchen_pos_104	positive
6_kitchen_pos_105	negative
