PhraseID	Polarity
6_kitchen_neg_64	-1
1_gourmet_pos_1	0
1_gourmet_pos_2	0
1_gourmet_pos_3	1
1_gourmet_pos_4	0
1_gourmet_pos_5	-1
1_gourmet_pos_6	-1
1_gourmet_pos_7	0
1_gourmet_pos_8	1
1_gourmet_pos_9	0
1_gourmet_pos_10	0
1_gourmet_pos_11	-1
1_gourmet_pos_12	0
1_gourmet_pos_13	0
1_gourmet_pos_14	-1
1_gourmet_pos_15	1
1_gourmet_pos_16	1
1_gourmet_pos_17	0
1_gourmet_pos_18	0
1_gourmet_pos_19	1
1_gourmet_pos_20	-1
1_gourmet_pos_21	1
1_gourmet_pos_22	-1
1_gourmet_pos_23	1
1_gourmet_pos_24	1
1_gourmet_pos_25	1
1_gourmet_pos_26	0
1_gourmet_pos_27	0
1_gourmet_pos_28	1
1_gourmet_pos_29	0
1_gourmet_pos_30	0
1_gourmet_pos_31	0
1_gourmet_pos_32	0
1_gourmet_pos_33	0
1_gourmet_pos_34	0
1_gourmet_pos_35	0
1_gourmet_pos_36	-1
1_gourmet_pos_37	1
1_gourmet_pos_38	0
1_gourmet_pos_39	0
1_gourmet_pos_40	0
1_gourmet_pos_41	0
1_gourmet_pos_42	0
1_gourmet_pos_43	0
1_gourmet_pos_44	0
1_gourmet_pos_45	0
1_gourmet_pos_46	0
1_gourmet_pos_47	0
1_gourmet_pos_48	0
1_gourmet_pos_49	0
1_gourmet_pos_50	-1
1_gourmet_pos_51	0
1_gourmet_pos_52	0
1_gourmet_pos_53	0
1_gourmet_pos_54	0
1_gourmet_pos_55	0
1_gourmet_pos_56	0
1_gourmet_pos_57	0
1_gourmet_pos_58	1
1_gourmet_pos_59	0
1_gourmet_pos_60	0
1_gourmet_pos_61	0
1_gourmet_pos_62	0
1_gourmet_pos_63	-1
1_gourmet_pos_64	1
1_gourmet_pos_65	0
1_gourmet_pos_66	-1
1_gourmet_pos_67	0
1_gourmet_pos_68	-1
1_gourmet_pos_69	0
1_gourmet_pos_70	1
1_gourmet_pos_71	1
1_gourmet_pos_72	1
1_gourmet_pos_73	1
1_gourmet_pos_74	1
1_gourmet_pos_75	0
1_gourmet_pos_76	0
1_gourmet_pos_77	0
1_gourmet_pos_78	-1
1_gourmet_pos_79	-1
1_gourmet_pos_80	0
1_gourmet_pos_81	-1
1_gourmet_pos_82	1
1_gourmet_pos_83	1
1_gourmet_pos_84	1
1_gourmet_pos_85	-1
1_gourmet_pos_86	0
1_gourmet_pos_87	1
1_gourmet_pos_88	-1
1_gourmet_pos_89	0
1_gourmet_pos_90	1
1_gourmet_pos_91	1
1_gourmet_pos_92	0
1_gourmet_pos_93	1
1_gourmet_pos_94	0
1_gourmet_pos_95	1
1_gourmet_pos_96	0
1_gourmet_pos_97	1
1_gourmet_pos_98	1
1_gourmet_pos_99	1
1_gourmet_pos_100	0
1_gourmet_pos_101	0
1_gourmet_pos_102	0
1_gourmet_pos_103	0
1_gourmet_pos_104	1
1_gourmet_pos_105	1
1_gourmet_pos_106	1
1_gourmet_pos_107	0
1_gourmet_pos_108	1
15_gourmet_neg_1	-1
15_gourmet_neg_2	1
15_gourmet_neg_3	0
15_gourmet_neg_4	0
15_gourmet_neg_5	-1
15_gourmet_neg_6	0
15_gourmet_neg_7	0
15_gourmet_neg_8	-1
15_gourmet_neg_9	-1
15_gourmet_neg_10	0
15_gourmet_neg_11	0
15_gourmet_neg_12	0
15_gourmet_neg_13	1
15_gourmet_neg_14	-1
15_gourmet_neg_15	-1
15_gourmet_neg_16	1
15_gourmet_neg_17	1
15_cell_neg_1	1
15_cell_neg_2	1
15_cell_neg_3	-1
15_cell_neg_4	1
15_cell_neg_5	0
15_cell_neg_6	-1
15_cell_neg_7	0
15_cell_neg_8	-1
15_cell_neg_9	0
15_cell_neg_10	0
15_cell_neg_11	-1
15_cell_neg_12	-1
15_cell_neg_13	0
15_cell_neg_14	0
15_cell_neg_15	0
15_cell_neg_16	-1
15_cell_neg_17	-1
15_cell_neg_18	0
15_cell_neg_19	1
15_cell_neg_20	1
15_cell_neg_21	1
15_cell_neg_22	0
15_cell_neg_23	1
15_cell_neg_24	1
15_cell_neg_25	0
15_cell_neg_26	0
15_cell_neg_27	1
15_cell_neg_28	1
15_cell_neg_29	1
15_cell_neg_30	-1
15_cell_neg_31	1
15_cell_neg_32	1
15_cell_neg_33	-1
15_cell_neg_34	1
15_cell_neg_35	1
15_cell_neg_36	0
15_cell_neg_37	1
15_cell_neg_38	0
15_cell_neg_39	0
15_cell_neg_40	1
15_cell_neg_41	-1
1_cell_pos_1	1
1_cell_pos_2	1
1_cell_pos_3	-1
1_cell_pos_4	-1
1_cell_pos_5	1
1_cell_pos_6	-1
1_cell_pos_7	1
1_cell_pos_8	1
1_cell_pos_9	0
1_cell_pos_10	-1
1_cell_pos_11	0
1_cell_pos_12	1
1_cell_pos_13	1
1_cell_pos_14	0
1_cell_pos_15	0
1_cell_pos_16	1
1_cell_pos_17	-1
1_cell_pos_18	0
1_cell_pos_19	1
1_cell_pos_20	0
1_cell_pos_21	0
1_cell_pos_22	0
1_cell_pos_23	-1
1_cell_pos_24	0
1_cell_pos_25	0
1_cell_pos_26	0
1_cell_pos_27	1
1_cell_pos_28	1
1_cell_pos_29	0
1_cell_pos_30	1
1_cell_pos_31	0
1_cell_pos_32	1
1_cell_pos_33	0
1_cell_pos_34	0
1_cell_pos_35	1
1_cell_pos_36	-1
1_cell_pos_37	0
1_cell_pos_38	-1
1_cell_pos_39	1
1_cell_pos_40	0
1_cell_pos_41	0
1_cell_pos_42	1
1_cell_pos_43	0
1_cell_pos_44	0
1_cell_pos_45	0
1_cell_pos_46	-1
1_cell_pos_47	0
1_cell_pos_48	1
1_cell_pos_49	0
1_cell_pos_50	1
1_cell_pos_51	1
1_cell_pos_52	1
1_cell_pos_53	-1
1_cell_pos_54	0
1_cell_pos_55	0
1_cell_pos_56	0
1_cell_pos_57	-1
1_cell_pos_58	0
1_cell_pos_59	-1
1_cell_pos_60	1
1_cell_pos_61	1
1_cell_pos_62	0
1_cell_pos_63	0
1_cell_pos_64	1
1_cell_pos_65	1
1_cell_pos_66	-1
1_cell_pos_67	0
1_cell_pos_68	1
1_cell_pos_69	0
1_cell_pos_70	1
1_cell_pos_71	1
1_cell_pos_72	-1
1_cell_pos_73	1
1_cell_pos_74	-1
1_cell_pos_75	-1
1_cell_pos_76	1
1_cell_pos_77	-1
1_cell_pos_78	1
1_cell_pos_79	0
1_cell_pos_80	0
1_cell_pos_81	-1
1_cell_pos_82	1
1_cell_pos_83	-1
1_cell_pos_84	-1
1_cell_pos_85	0
1_cell_pos_86	1
1_cell_pos_87	1
1_cell_pos_88	-1
1_cell_pos_89	0
1_cell_pos_90	1
1_cell_pos_91	-1
1_cell_pos_92	-1
1_cell_pos_93	-1
1_cell_pos_94	1
1_cell_pos_95	0
1_cell_pos_96	0
1_cell_pos_97	1
1_cell_pos_98	-1
1_cell_pos_99	0
1_cell_pos_100	0
1_cell_pos_101	1
1_cell_pos_102	0
1_cell_pos_103	0
1_cell_pos_104	0
1_cell_pos_105	1
1_cell_pos_106	0
1_cell_pos_107	-1
1_cell_pos_108	1
1_cell_pos_109	0
1_cell_pos_110	1
1_cell_pos_111	-1
1_cell_pos_112	-1
1_cell_pos_113	-1
1_cell_pos_114	0
1_cell_pos_115	0
1_cell_pos_116	-1
1_cell_pos_117	1
1_cell_pos_118	1
1_cell_pos_119	0
1_cell_pos_120	0
1_cell_pos_121	1
1_cell_pos_122	-1
1_cell_pos_123	1
1_cell_pos_124	0
1_cell_pos_125	0
1_cell_pos_126	-1
1_cell_pos_127	1
1_cell_pos_128	0
1_cell_pos_129	-1
1_cell_pos_130	0
1_cell_pos_131	-1
1_cell_pos_132	0
1_cell_pos_133	-1
1_cell_pos_134	-1
1_cell_pos_135	0
1_cell_pos_136	0
1_cell_pos_137	-1
1_cell_pos_138	1
1_cell_pos_139	0
1_cell_pos_140	0
1_cell_pos_141	-1
1_cell_pos_142	-1
1_cell_pos_143	1
15_kitchen_pos_1	0
15_kitchen_pos_2	0
15_kitchen_pos_3	-1
15_kitchen_pos_4	1
15_kitchen_pos_5	1
15_kitchen_pos_6	1
15_kitchen_pos_7	-1
15_kitchen_pos_8	0
15_kitchen_pos_9	1
15_kitchen_pos_10	0
15_kitchen_pos_11	-1
15_kitchen_pos_12	-1
15_kitchen_pos_13	-1
15_kitchen_pos_14	-1
15_kitchen_pos_15	0
15_kitchen_pos_16	0
15_kitchen_pos_17	1
15_kitchen_pos_18	0
15_kitchen_pos_19	1
15_kitchen_pos_20	0
15_kitchen_pos_21	0
15_kitchen_pos_22	0
15_kitchen_pos_23	0
15_kitchen_pos_24	-1
15_kitchen_pos_25	-1
15_kitchen_pos_26	1
15_kitchen_pos_27	1
15_kitchen_pos_28	-1
15_kitchen_pos_29	-1
15_kitchen_pos_30	0
15_kitchen_pos_31	1
15_kitchen_pos_32	1
15_kitchen_pos_33	1
15_kitchen_pos_34	1
15_kitchen_pos_35	1
15_kitchen_pos_36	1
15_kitchen_pos_37	1
15_kitchen_pos_38	-1
15_kitchen_pos_39	0
15_kitchen_pos_40	0
15_kitchen_pos_41	0
15_kitchen_pos_42	1
15_kitchen_pos_43	1
15_kitchen_pos_44	-1
15_kitchen_pos_45	1
15_kitchen_pos_46	1
15_kitchen_pos_47	0
15_kitchen_pos_48	0
15_kitchen_pos_49	0
15_kitchen_pos_50	0
15_kitchen_pos_51	1
15_kitchen_pos_52	1
18_kitchen_neg_1	-1
18_kitchen_neg_2	-1
18_kitchen_neg_3	0
18_kitchen_neg_4	-1
18_kitchen_neg_5	1
18_kitchen_neg_6	1
18_kitchen_neg_7	0
18_kitchen_neg_8	-1
18_kitchen_neg_9	0
18_kitchen_neg_10	-1
18_kitchen_neg_11	0
18_kitchen_neg_12	1
18_kitchen_neg_13	1
18_kitchen_neg_14	1
18_kitchen_neg_15	0
18_kitchen_neg_16	1
18_kitchen_neg_17	-1
18_kitchen_neg_18	1
18_kitchen_neg_19	-1
18_kitchen_neg_20	0
18_kitchen_neg_21	0
18_kitchen_neg_22	0
18_kitchen_neg_23	0
18_kitchen_neg_24	1
18_kitchen_neg_25	1
18_kitchen_neg_26	1
18_kitchen_neg_27	0
18_kitchen_neg_28	1
18_kitchen_neg_29	-1
18_kitchen_neg_30	0
18_kitchen_neg_31	0
18_kitchen_neg_32	1
18_kitchen_neg_33	1
18_kitchen_neg_34	0
18_kitchen_neg_35	0
18_kitchen_neg_36	1
18_kitchen_neg_37	1
18_kitchen_neg_38	-1
18_kitchen_neg_39	0
18_kitchen_neg_40	0
18_kitchen_neg_41	0
18_kitchen_neg_42	0
18_kitchen_neg_43	-1
18_kitchen_neg_44	0
18_kitchen_neg_45	0
18_kitchen_neg_46	1
18_kitchen_neg_47	1
18_kitchen_neg_48	1
18_kitchen_neg_49	0
18_kitchen_neg_50	0
18_kitchen_neg_51	0
18_kitchen_neg_52	0
18_kitchen_neg_53	-1
18_kitchen_neg_54	0
15_gourmet_pos_1	0
15_gourmet_pos_2	0
15_gourmet_pos_3	0
15_gourmet_pos_4	1
15_gourmet_pos_5	1
15_gourmet_pos_6	0
15_gourmet_pos_7	0
15_gourmet_pos_8	1
15_gourmet_pos_9	1
15_gourmet_pos_10	1
15_gourmet_pos_11	1
15_gourmet_pos_12	0
15_gourmet_pos_13	-1
15_gourmet_pos_14	1
15_gourmet_pos_15	-1
15_gourmet_pos_16	1
15_gourmet_pos_17	1
15_gourmet_pos_18	1
15_gourmet_pos_19	1
15_gourmet_pos_20	0
15_gourmet_pos_21	-1
15_gourmet_pos_22	1
15_gourmet_pos_23	0
15_gourmet_pos_24	-1
15_gourmet_pos_25	0
15_gourmet_pos_26	1
15_gourmet_pos_27	1
15_gourmet_pos_28	-1
15_gourmet_pos_29	1
15_gourmet_pos_30	0
15_gourmet_pos_31	1
15_gourmet_pos_32	1
15_gourmet_pos_33	0
15_gourmet_pos_34	1
15_gourmet_pos_35	1
15_gourmet_pos_36	1
15_gourmet_pos_37	0
15_gourmet_pos_38	1
15_gourmet_pos_39	1
15_gourmet_pos_40	0
15_gourmet_pos_41	0
15_gourmet_pos_42	1
14_gourmet_neg_1	-1
14_gourmet_neg_2	1
14_gourmet_neg_3	0
14_gourmet_neg_4	0
14_gourmet_neg_5	-1
14_gourmet_neg_6	0
14_gourmet_neg_7	0
14_gourmet_neg_8	-1
14_gourmet_neg_9	-1
14_gourmet_neg_10	0
14_gourmet_neg_11	0
14_gourmet_neg_12	0
14_gourmet_neg_13	1
14_gourmet_neg_14	-1
14_gourmet_neg_15	-1
14_gourmet_neg_16	1
14_gourmet_neg_17	1
