PhraseIDs	Polarity
18_kitchen_pos_15	negative
18_kitchen_pos_16	negative
18_kitchen_pos_17	negative
18_kitchen_pos_18	negative
18_kitchen_pos_19	negative
18_kitchen_pos_20	negative
18_kitchen_pos_21	negative
18_kitchen_pos_22	negative
18_kitchen_pos_23	positive
18_kitchen_pos_24	negative
18_kitchen_pos_25	negative
18_kitchen_pos_26	positive
18_kitchen_pos_27	positive
18_kitchen_pos_28	positive
18_kitchen_pos_29	positive
18_kitchen_pos_30	positive
18_kitchen_pos_31	positive
18_kitchen_pos_32	positive
18_kitchen_pos_33	positive
18_kitchen_pos_34	positive
18_kitchen_pos_35	positive
18_kitchen_pos_36	positive
18_kitchen_pos_37	positive
18_kitchen_pos_38	positive
18_kitchen_pos_39	positive
18_kitchen_pos_40	positive
18_kitchen_pos_41	negative
18_kitchen_pos_42	negative
18_kitchen_pos_43	negative
18_kitchen_pos_44	positive
18_kitchen_pos_45	positive
18_kitchen_pos_46	positive
18_kitchen_pos_47	positive
18_kitchen_pos_48	positive
18_kitchen_pos_49	positive
18_kitchen_pos_50	positive
18_kitchen_pos_51	negative
18_kitchen_pos_52	negative
12_kitchen_neg_1	positive
12_kitchen_neg_2	positive
12_kitchen_neg_3	negative
12_kitchen_neg_4	positive
12_kitchen_neg_5	positive
12_kitchen_neg_6	positive
12_kitchen_neg_7	positive
12_kitchen_neg_8	positive
12_kitchen_neg_9	positive
12_kitchen_neg_10	positive
12_kitchen_neg_11	negative
12_kitchen_neg_12	negative
12_kitchen_neg_13	negative
12_kitchen_neg_14	negative
12_kitchen_neg_15	negative
12_kitchen_neg_16	negative
12_kitchen_neg_17	negative
12_kitchen_neg_18	negative
12_kitchen_neg_19	negative
12_kitchen_neg_20	negative
12_kitchen_neg_21	negative
12_kitchen_neg_22	negative
12_kitchen_neg_23	negative
12_kitchen_neg_24	negative
12_kitchen_neg_25	negative
12_kitchen_neg_26	negative
12_kitchen_neg_27	negative
12_kitchen_neg_28	negative
12_kitchen_neg_29	negative
12_kitchen_neg_30	negative
12_kitchen_neg_31	negative
12_kitchen_neg_32	negative
12_kitchen_neg_33	negative
12_kitchen_neg_34	negative
12_kitchen_neg_35	negative
12_kitchen_neg_36	negative
12_kitchen_neg_37	negative
12_kitchen_neg_38	positive
12_kitchen_neg_39	positive
12_kitchen_neg_40	negative
12_kitchen_neg_41	negative
7_gourmet_pos_1	positive
7_gourmet_pos_2	positive
7_gourmet_pos_3	positive
7_gourmet_pos_4	positive
7_gourmet_pos_5	positive
7_gourmet_pos_6	positive
7_gourmet_pos_7	positive
7_gourmet_pos_8	positive
7_gourmet_pos_9	positive
7_gourmet_pos_10	positive
7_gourmet_pos_11	positive
7_gourmet_pos_12	positive
7_gourmet_pos_13	positive
7_gourmet_pos_14	positive
7_gourmet_pos_15	positive
7_gourmet_pos_16	positive
7_gourmet_pos_17	positive
7_gourmet_pos_18	positive
7_gourmet_pos_19	positive
7_gourmet_pos_20	positive
7_gourmet_pos_21	negative
7_gourmet_pos_22	negative
7_gourmet_pos_23	negative
7_gourmet_pos_24	negative
7_gourmet_pos_25	negative
7_gourmet_pos_26	positive
7_gourmet_pos_27	negative
7_gourmet_pos_28	negative
7_gourmet_pos_29	negative
7_gourmet_pos_30	positive
7_gourmet_pos_31	positive
7_gourmet_pos_32	positive
7_gourmet_pos_33	positive
7_gourmet_pos_34	positive
7_gourmet_pos_35	positive
7_gourmet_pos_36	positive
7_gourmet_pos_37	negative
7_gourmet_pos_38	positive
7_gourmet_pos_39	positive
7_gourmet_pos_40	positive
7_gourmet_pos_41	positive
7_gourmet_pos_42	positive
7_gourmet_pos_43	positive
7_gourmet_pos_44	positive
7_gourmet_pos_45	negative
19_gourmet_neg_1	positive
19_gourmet_neg_2	positive
19_gourmet_neg_3	positive
19_gourmet_neg_4	positive
19_gourmet_neg_5	negative
19_gourmet_neg_6	negative
19_gourmet_neg_7	negative
19_gourmet_neg_8	negative
19_gourmet_neg_9	negative
19_gourmet_neg_10	negative
19_gourmet_neg_11	positive
19_gourmet_neg_12	positive
19_gourmet_neg_13	negative
19_gourmet_neg_14	positive
19_gourmet_neg_15	positive
19_gourmet_neg_16	negative
19_gourmet_neg_17	negative
19_gourmet_neg_18	negative
19_gourmet_neg_19	positive
