 3_cell_pos_80	negative	0.0001	0.0001	whereas  Nextel  tends  to  transfer  you  endlessly  among  a  variety  of  customer  service  representatives  . 
 3_cell_pos_81	positive	0.0001	0.0001	Here  's  my  summary  of  this  phone 
 3_cell_pos_82	positive	0.0001	0.0001	after  using  it  about  two  weeks  : 
 3_cell_pos_83	positive	0.0001	0.5	The  Good  : 
 3_cell_pos_84	positive	0.0001	0.75	-  beautiful  speaker  phone 
 3_cell_pos_85	positive	0.0001	0.125	-  compact  design  \/  solid  feel 
 3_cell_pos_86	positive	0.125	0.5	-2  megapixel  camera  ,  ability  to  capture  movies 
 3_cell_pos_87	positive	0.375	0.0001	-  flip  swings  open 
 3_cell_pos_88	positive	0.0001	0.0001	when  you  push  a  button 
 3_cell_pos_89	positive	0.125	0.25	-  Nextel  sms\/mms  messages  can  now  be  auto-downloaded  - 
 3_cell_pos_90	positive	0.0001	0.125	I  believe 
 3_cell_pos_91	positive	0.1875	0.3125	this  is  the  first  Nextel  phone  to  sport  this  feature 
 3_cell_pos_92	positive	0.0001	0.875	-  nice  loud  audio 
 3_cell_pos_93	positive	0.0001	0.0001	-  both  Nextel  walkie  talkie  and  DirecTalk  support 
 3_cell_pos_94	negative	0.875	0.0001	The  Bad  : 
 3_cell_pos_95	negative	0.625	0.0001	-  ca  n't  play  ringtones  off  Micro  SD  or  via  any  other  non-Nextel  transfer 
 3_cell_pos_96	negative	0.0001	0.0001	-LRB-  Note  : 
 3_cell_pos_97	negative	0.125	0.25	Technically  some  people  have  been  using 
 3_cell_pos_98	negative	0.0001	0.25	a  Motorola  product  called  webjal  to  make  transfers  with  a  cable  - 
 3_cell_pos_99	negative	0.125	0.1875	but  this  may  be  more  technical 
 3_cell_pos_100	negative	0.0001	0.125	than  the  average  user  would  like  to  tackle  -RRB- 
 3_cell_pos_101	negative	0.225	0.34375	-  Nextel  is  in  my  opinion  on  their  way  out  as  a  carrier  ,  soon  to  be  completely  assimilated  into  the  Sprint  side  of  things  . 
 3_cell_pos_102	negative	0.625	0.5	While  not  entirely  unexpected  , 
 3_cell_pos_103	negative	0.375	0.5625	it  means  that  Nextel  plans  and  features  are  not  as  attractive  to  non-construction  users 
 3_cell_pos_104	negative	0.0001	0.0001	-LRB-  Nextel  's  core  group  -RRB-  . 
 3_cell_pos_105	negative	0.0001	0.25	If  you  want  Mobile  to  Mobile  unlimited  minutes 
 3_cell_pos_106	negative	0.0001	0.0001	you  pay  more  versus  most  Sprint  plans 
 3_cell_pos_107	negative	0.0001	0.0001	which  include  them  . 
 3_cell_pos_108	negative	0.0001	0.25	Nextel  does  n't  have  the  super  fast  data  speeds  or  network  web  browsing  of  competing  carriers  . 
 3_cell_pos_109	negative	0.125	0.25	Most  web  browsing  on  Nextel  is  limited  to  character 
 3_cell_pos_110	negative	0.0001	0.0001	based  wap  sites 
 3_cell_pos_111	negative	0.0001	0.0001	that  both  crawl  along  speedwise  and  present  unexciting  character 
 3_cell_pos_112	negative	0.0001	0.0001	based  screens  . 
 3_cell_pos_113	negative	0.20833333333333334	0.25	-  the  phone  is  a  little  bigger 
 3_cell_pos_114	negative	0.0001	0.25	that  what  some  have  grown  accustomed  to  . 
 3_cell_pos_115	negative	0.0001	0.0001	- 
 3_cell_pos_116	negative	0.375	0.25	while  not  phone  related  ,  some  users  in  larger  cities  have  reported 
 3_cell_pos_117	negative	0.125	0.25	the  iDen  system  is  nearing  capactity  with  a  lot  of  busy  signals  . 
 3_cell_pos_118	negative	0.125	0.1875	-  I  am  only  getting  about  a  day  of  battery  life  - 
 3_cell_pos_119	negative	0.1875	0.4375	which  is  extremely  low  . 
 3_kitchen_pos_1	positive	0.0001	0.5	I  `  ve  lusted  after  a  Super  Auto  for  years  . 
 3_kitchen_pos_2	positive	0.0001	0.125	When  I  finally  decided  to  get  one  , 
 3_kitchen_pos_3	positive	0.0001	0.0001	I  did  a  fare  amount  of  investigating  . 
 3_kitchen_pos_4	positive	0.0001	0.46875	The  Gaggia  Titanium  had  the  best  spec  's  for  the  price  and  good  reviews  . 
 3_kitchen_pos_5	positive	0.0001	0.125	I  decided  to  spend  the  extra  money  for  the  Stainless  unit  . 
 3_kitchen_pos_6	positive	0.0001	0.25	I  have  n't  seen  the  painted  plastic  model 
 3_kitchen_pos_7	positive	0.0001	0.0001	so  I  ca  n't  comment  on  the  appearance  . 
 3_kitchen_pos_8	positive	0.0001	0.0001	I  do  think 
 3_kitchen_pos_9	positive	0.0001	0.0001	the  Stainless  looks  great  ! 
 3_kitchen_pos_10	positive	0.375	0.16666666666666666	You  can  find  reviews  of  the  non-stainless  here  on  Amazon  and  other  than  the  outside  appearance  ,  the  device  is  the  same  . 
 3_kitchen_pos_11	positive	0.0001	0.25	I  `  ve  only  had  the  unit  for  a  few  days 
 3_kitchen_pos_12	positive	0.0001	0.0001	but  so  far  , 
 3_kitchen_pos_13	positive	0.25	0.5625	I  'm  very  happy  . 
 3_kitchen_pos_14	negative	0.25	0.0001	To  the  negatives  first  . 
 3_kitchen_pos_15	negative	0.5	0.25	The  manual  is  awful  ! 
 3_kitchen_pos_16	negative	0.625	0.0001	It  's  not  just  the  Italian  to  English  translation  ! 
 3_kitchen_pos_17	negative	0.375	0.1875	The  text  is  skimpy  and  the  illustrations  not  so  great  . 
 3_kitchen_pos_18	negative	0.0001	0.125	I  spent 
 3_kitchen_pos_19	negative	0.0001	0.0001	a  fair  amount  of  time  making  sure 
 3_kitchen_pos_20	negative	0.0001	0.375	I  understood 
 3_kitchen_pos_21	negative	0.0001	0.0001	how  to  setup  and  use  the  unit  . 
 3_kitchen_pos_22	positive	0.25	0.125	I  'm  pretty  technically  savvy  and  in  the  end  , 
 3_kitchen_pos_23	positive	0.0001	0.5	I  figured  it  all  out  . 
 3_kitchen_pos_24	negative	0.0001	0.0001	But  do  n't  rush  into  using  this  product 
 3_kitchen_pos_25	negative	0.0001	0.0001	until  you  `  ve  figured  out 
 3_kitchen_pos_26	negative	0.375	0.5	how  to  set  it  up  ,  clean  it 
 3_kitchen_pos_27	negative	0.0001	0.125	and  adjust  all  the  settings 
 3_kitchen_pos_28	negative	0.125	0.25	-LRB-  there  are  many  -RRB-  . 
 3_kitchen_pos_29	negative	0.125	0.1875	The  only  issue  I  `  ve  had  is  whereby  the  auto  bean  grinder  thinks 
 3_kitchen_pos_30	negative	0.0001	0.0001	it  's  empty 
 3_kitchen_pos_31	negative	0.625	0.0001	when  it  's  not  . 
 3_kitchen_pos_32	positive	0.0001	0.0001	Open  the  lid 
 3_kitchen_pos_33	positive	0.0001	0.0001	-LRB- 
 3_kitchen_pos_34	negative	0.125	0.375	which  could  be  a  bit  better  designed  -RRB- 
 3_kitchen_pos_35	positive	0.0001	0.0001	and  stir  and 
 3_kitchen_pos_36	positive	0.0001	0.0001	it  works  . 
 3_kitchen_pos_37	positive	0.125	0.25	Could  be  the  beans 
 3_kitchen_pos_38	positive	0.5625	0.25	I  'm  using  not  sure  . 
 3_kitchen_pos_39	negative	0.0001	0.125	It  's  an  intermittent  issue  . 
 3_kitchen_pos_40	positive	0.0001	0.75	The  good  stuff  : 
 3_kitchen_pos_41	positive	0.5	0.375	once  you  figure  out  the  coffee  strength  and  grind  ,  the  Gaggia  makes  a  delicious  cup  . 
 3_kitchen_pos_42	negative	0.375	0.125	I  wish 
 3_kitchen_pos_43	negative	0.125	0.25	the  brew  were  a  tad  hotter 
 3_kitchen_pos_44	negative	0.0001	0.25	-LRB-  I  have  it  set  to  max  -RRB- 
 3_kitchen_pos_45	positive	0.0001	0.5	but  using  the  cup  warmer  helps  . 
 3_kitchen_pos_46	positive	0.0001	0.125	No  issues  making  froth  with  the  wand  ; 
 3_kitchen_pos_47	positive	0.0001	0.5	much  better  than  the  older  manual  machine 
 3_kitchen_pos_48	positive	0.0001	0.25	I  had  . 
 3_kitchen_pos_49	negative	0.25	0.0001	You  ca  n't  put  a  huge  mug  under  the  unit 
 3_kitchen_pos_50	negative	0.25	0.1875	-LRB-  the  max  size  is  4.5  inches  -RRB- 
 3_kitchen_pos_51	positive	0.4375	0.5	but  its  so  easy  to  make  a  cup  you  just  make  fresh 
 3_kitchen_pos_52	positive	0.25	0.25	when  needed  . 
 3_kitchen_pos_53	positive	0.0001	0.0001	You  can  set  the  unit  for  the  amount  of  brew  . 
 3_kitchen_pos_54	positive	0.5	0.125	However  , 
 3_kitchen_pos_55	positive	0.125	0.25	"I  found  that  clicking  the  ""  large  coffee  ""  button  twice  ,  the  unit  thinks "
 3_kitchen_pos_56	positive	0.0001	0.0001	it  's  making  2  cups 
 3_kitchen_pos_57	positive	0.3333333333333333	0.125	and  that  just  about  fills  a  decent  size  mug  . 
 3_kitchen_pos_58	positive	0.375	0.3125	It  's  much  stronger  too  since  the  unit  grinds  two  doses  of  coffee  instead  of  just  adding  more  hot  water 
 3_kitchen_pos_59	positive	0.375	0.125	using  the  programmable  size  . 
 3_kitchen_pos_60	positive	0.0001	0.5	You  get  a  nice  foam  on  top 
 3_kitchen_pos_61	positive	0.0001	0.0001	and  as  I  said  , 
 3_kitchen_pos_62	positive	0.125	0.25	the  coffee  is  outstanding  . 
 3_kitchen_pos_63	positive	0.375	0.5	I  love  the  clean  up 
 3_kitchen_pos_64	positive	0.125	0.125	-LRB-  or  lack  of  -RRB- 
 3_kitchen_pos_65	positive	0.25	0.25	compared  to  the  drip  maker  I  had  -LRB-  a  Bodum  Vacuum  unit  -RRB-  . 
 3_kitchen_pos_66	positive	0.125	0.25	I  still  have  that  unit 
 3_kitchen_pos_67	positive	0.25	0.25	should  I  need  to  make  a  lot  of  coffee  for  company  . 
 3_kitchen_pos_68	positive	0.25	0.0001	But  for  the  two  mugs 
 3_kitchen_pos_69	positive	0.0001	0.0001	I  drink  in  the  morning  , 
 3_kitchen_pos_70	positive	0.5	0.25	the  Gaggia  easily  replaces  this  unit  . 
 3_kitchen_pos_71	positive	0.5	0.0001	And  there  's  far  less  cleanup  . 
 3_kitchen_pos_72	positive	0.5	0.0001	The  grinds  sit  in  a  canister 
 3_kitchen_pos_73	positive	0.0001	0.0001	and  after  a  few  days  , 
 3_kitchen_pos_74	positive	0.125	0.0001	you  just  tap  it  out  into  the  trash 
 3_kitchen_pos_75	positive	0.0001	0.0001	and  maybe  rinse  . 
 3_kitchen_pos_76	positive	0.0001	0.0001	So  , 
 3_kitchen_pos_77	positive	0.4375	0.375	you  can  use  this  Gaggia  to  replace  a  conventional  coffee  machine  as  long  as  you  `  re  making  a  cup  or  two  . 
 3_kitchen_pos_78	positive	0.125	0.375	What  I  love  is  just  pressing  a  button  twice 
 3_kitchen_pos_79	positive	0.125	0.25	-LRB-  for  two  large  coffees  -RRB- 
 3_kitchen_pos_80	positive	0.0001	0.0001	and  walking  away  from  the  unit  . 
 3_kitchen_pos_81	positive	0.0001	0.0001	A  minute  later  ,  a  great  cup  of  Joe  . 
 3_kitchen_pos_82	positive	0.125	0.4375	It  truly  is  super  automatic  . 
 3_kitchen_pos_83	positive	0.0001	0.25	I  have  the  unit 
 3_kitchen_pos_84	positive	0.125	0.125	set  for  Energy  savor 
 3_kitchen_pos_85	positive	0.0001	0.0001	whereby  it  's  in  a  kind  of  sleep  mode  a  few  hours  after  I  use  it  . 
 3_kitchen_pos_86	positive	0.0001	0.0001	I  only  drink  in  the  morning  . 
 3_kitchen_pos_87	positive	0.5	0.125	However  , 
 3_kitchen_pos_88	positive	0.0001	0.0001	"if  you  decide  to  ""  wake  it  up  ""  , "
 3_kitchen_pos_89	positive	0.0001	0.0001	it  heats  up  in  about  2  minutes  . 
 3_kitchen_pos_90	positive	0.0001	0.0001	It  also  does  a  rinse  cycle 
 3_kitchen_pos_91	positive	0.25	0.0001	so  I  keep  a  small  glass  under  the  unit  so  it  can  clean  itself 
 3_kitchen_pos_92	positive	0.0001	0.0001	and  rinse  out  about  3oz  of  water  . 
 3_kitchen_pos_93	positive	0.25	0.25	There  is  a  little  pan 
 3_kitchen_pos_94	positive	0.0001	0.0001	under  which  would  catch  the  water 
 3_kitchen_pos_95	negative	0.0001	0.25	but  then  you  have  to  toss  it  out  ever  few  days  . 
 3_kitchen_pos_96	positive	0.0001	0.0001	"There  's  also  a  ""  full  Rinse  ""  cycle "
 3_kitchen_pos_97	positive	0.125	0.625	that  thoroughly  cleans  out  the  unit 
 3_kitchen_pos_98	positive	0.0001	0.0001	and  uses  about  half  the  water  in  the  reservoir  . 
 3_kitchen_pos_99	positive	0.0001	0.0001	It  's  a  menu  item 
 3_kitchen_pos_100	positive	0.0001	0.0001	so  do  n't  select  it 
 3_kitchen_pos_101	positive	0.0001	0.4375	unless  you  really  want  to  do  this 
 3_kitchen_pos_102	positive	0.375	0.375	-LRB-  takes  about  5  minutes  and  a  lot  of  water  goes  into  the  catch  pan  or  several  cups  if  you  so  desire  -RRB-  . 
 3_kitchen_pos_103	negative	0.3125	0.25	Yes  it  cost  big  bucks 
 3_kitchen_pos_104	positive	0.0001	0.375	but  as  long  as  it  works  well  for  years 
 3_kitchen_pos_105	positive	0.0001	0.0001	and  keeps  its  great  looks  , 
 3_kitchen_pos_106	positive	0.25	0.5625	I  'm  very  happy  . 
 3_kitchen_pos_107	positive	0.0001	0.0001	UPDATE  . 
 3_kitchen_pos_108	positive	0.125	0.1875	The  issue  with  the  grinder  was  the  beans 
 3_kitchen_pos_109	positive	0.25	0.125	-LRB-  too  oily  -RRB-  . 
 3_kitchen_pos_110	positive	0.0001	0.25	I  called  the  NY  office 
 3_kitchen_pos_111	positive	0.0001	0.125	"and  got  someone  in  ""  tech  support  "" "
 3_kitchen_pos_112	positive	0.0001	0.0001	in  minutes  . 
 3_kitchen_pos_113	positive	0.0001	0.0001	She  knew 
 3_kitchen_pos_114	positive	0.0001	0.0001	her  product  . 
 3_kitchen_pos_115	positive	0.125	0.20833333333333334	Sure  enough  ,  the  inside  of  the  grinder  area  was  super  oily 
 3_kitchen_pos_116	positive	0.125	0.125	making  it  hard  for  the  beans 
 3_kitchen_pos_117	positive	0.0001	0.125	to  fall  into  the  grinder  area  . 
 1_kitchen_neg_1	negative	0.0001	0.0001	Within  a  few  weeks  of  purchase 
 1_kitchen_neg_2	negative	0.25	0.0001	the  teflon  in  the  Zojirushi  pan  started  to  blister  and  flake  off  . 
 1_kitchen_neg_3	negative	0.4375	0.1875	This  is  NOT  the  result  of  customer  abuse  but  a  manufacturing  defect  . 
 1_kitchen_neg_4	negative	0.125	0.25	This  is  my  third  -LRB-  and  final  -RRB- 
 1_kitchen_neg_5	negative	0.0001	0.0001	bread  machine  . 
 1_kitchen_neg_6	negative	0.125	0.25	The  first  two  were  Breadman  Ultimates  . 
 1_kitchen_neg_7	negative	0.25	0.25	I  should  note  that  I  make  bread  in  the  machine  about  6  times  a  week  on  average  ,  pretty  much  every  morning  . 
 1_kitchen_neg_8	positive	0.125	0.0001	The  first  Breadman  worked  for  over  a  year  until  the  teflon  in  the  pan  started  to  fail  . 
 1_kitchen_neg_9	negative	0.375	0.25	This  was  probably  my  fault  for  allowing  the  pan 
 1_kitchen_neg_10	negative	0.125	0.125	to  soak  for  extended  periods  of  time 
 1_kitchen_neg_11	negative	0.0001	0.125	-LRB-  water  can  get  behind  the  teflon 
 1_kitchen_neg_12	negative	0.5	0.0001	and  ruin  the  bond  -RRB-  . 
 1_kitchen_neg_13	negative	0.0001	0.375	I  bought  an  new  Breadman  Ultimate 
 1_kitchen_neg_14	positive	0.2916666666666667	0.28125	because  the  entire  machine  was  only  slightly  more  than  the  pan  alone  and  the  old  machine  was  starting  to  have  mechanical  problems  . 
 1_kitchen_neg_15	negative	0.0001	0.6875	This  time  I  took  extremely  good  care  of  the  pan 
 1_kitchen_neg_16	negative	0.375	0.25	-LRB-  letting  it  cool  down  ,  no  soaking  -RRB- 
 1_kitchen_neg_17	negative	0.375	0.1875	because  it  's  clearly  the  weak  link  in  the  system  . 
 1_kitchen_neg_18	positive	0.0001	0.0001	Within  8  months  the  stirring  shaft  that  drives  the  paddle  in  the  pan  simply  fell  out  . 
 1_kitchen_neg_19	positive	0.125	0.25	Whatever  the  detente  mechanism  was  that  holds  the  shaft  to  the  pan  failed  , 
 1_kitchen_neg_20	positive	0.0001	0.0001	making  the  machine  useless  . 
 1_kitchen_neg_21	positive	0.25	0.4375	Currently  it  does  n't  seem  very  easy 
 1_kitchen_neg_22	positive	0.0001	0.3125	-LRB-  or  even  possible  -RRB- 
 1_kitchen_neg_23	positive	0.0001	0.0001	to  buy  a  replacement  pan  for  the  Breadman  . 
 1_kitchen_neg_24	positive	0.125	0.25	At  this  point  I  was  done  with  the  Breadman  . 
