6_cell_pos_54	positive	False	6_cell_pos_53	Other than that , the features are all
6_cell_pos_55	positive	False	6_cell_pos_54	where you would expect them to be and navigating the menus is quite intuitive .
6_cell_pos_56	positive	False	6_cell_pos_55	Ca n't really comment on reliability on this phone
6_cell_pos_57	positive	False	6_cell_pos_56	after just two weeks ,
6_cell_pos_58	positive	False	6_cell_pos_57	but it has already been dropped twice
6_cell_pos_59	positive	False	6_cell_pos_58	and still works fine .
6_cell_pos_60	negative	False	6_cell_pos_59	The Bad
6_cell_pos_61	negative	False	6_cell_pos_60	Perhaps because they are affordable in other ways , Virgin screws
6_cell_pos_62	negative	False	6_cell_pos_61	you on ringtones and background .
6_cell_pos_63	negative	False	6_cell_pos_62	The four ringtones included are unacceptable ,
6_cell_pos_64	negative	False	6_cell_pos_63	and you are blocked from up or down
6_cell_pos_65	negative	False	6_cell_pos_64	loading your own .
6_cell_pos_66	positive	False	6_cell_pos_65	They do have a pretty big collection on their website
6_cell_pos_67	positive	False	6_cell_pos_66	you can get for $ 2.50 a pop ,
6_cell_pos_68	negative	False	6_cell_pos_67	but none of them sound like a phone .
6_cell_pos_69	negative	False	6_cell_pos_68	The included
6_cell_pos_70	negative	False	6_cell_pos_69	wallpapers were chosen to be the most despicable choices possible too , so you are likely to fork out $ 2.00 for a wallpaper from their web site for that as well .
6_cell_pos_71	negative	False	6_cell_pos_70	The buttons are a little too small .
6_cell_pos_72	positive	True	6_cell_pos_71	Most of the time I do fine ,
6_cell_pos_73	negative	False	6_cell_pos_72	but every once in a while I hit two keys or the wrong key
6_cell_pos_74	negative	False	6_cell_pos_73	because they are so small .
6_cell_pos_75	positive	False	6_cell_pos_74	Of course
6_cell_pos_76	positive	False	6_cell_pos_75	once the numbers were all
6_cell_pos_77	positive	False	6_cell_pos_76	loaded into contacts
6_cell_pos_78	positive	False	6_cell_pos_77	and speed dials set
6_cell_pos_79	positive	False	6_cell_pos_78	I have n't run into that problem any more .
6_cell_pos_80	negative	True	6_cell_pos_79	Battery life has not lived up to what I read ,
6_cell_pos_81	negative	False	6_cell_pos_80	but that might be because of how I use it .
6_cell_pos_82	positive	False	6_cell_pos_81	If I charge it every night
6_cell_pos_83	positive	False	6_cell_pos_82	I am fine .
6_cell_pos_84	positive	False	6_cell_pos_83	I ordered an extra charger
6_cell_pos_85	positive	False	6_cell_pos_84	to keep in the office and one for the car as well just in case .
6_cell_pos_86	positive	False	6_cell_pos_85	Summary
6_cell_pos_87	positive	False	6_cell_pos_86	After two weeks I am happy with this phone
6_cell_pos_88	positive	False	6_cell_pos_87	and would recommend it to someone
6_cell_pos_89	positive	False	6_cell_pos_88	looking for a phone to use for making phone calls .
6_cell_pos_90	negative	True	6_cell_pos_89	It is not big on extras like a camera ,
6_cell_pos_91	positive	False	6_cell_pos_90	but what it does it does well .
6_cell_pos_92	positive	False	6_cell_pos_91	Virgin uses Sprint 's network ,
6_cell_pos_93	positive	False	6_cell_pos_92	see if you can find out about their network in your area
6_cell_pos_94	positive	False	6_cell_pos_93	before you buy a Virgin phone .
6_cell_pos_95	positive	False	6_cell_pos_94	. . .
