15_cell_pos_4	Here  's  a  breakdown  of  the  pros  and  cons  so  far 	0.0001	0.0001
15_cell_pos_5	-LRB-  after  a  week  -RRB-  . 	0.0001	0.0001
15_cell_pos_6	PROS 	0.0001	0.0001
15_cell_pos_7	-LRB-  in  order  of  coolness  ,  best  first  -RRB-  : 	0.0001	0.625
15_cell_pos_8	1  .  Nextel  's  Direct  Connect  is  amazingly  fast  and  their  network  very  clear  . 	0.1875	0.28125
15_cell_pos_9	2  .  Any  call  ,  either  DirectConnect  or  regular  call  can  be  made  with  the  flip  open  or  closed  . 	0.25	0.25
15_cell_pos_10	You  can  scroll  through  recent  calls  with  the  flip  closed  and  call  any  of  them  . 	0.0001	0.0001
15_cell_pos_11	3  .  If  you  `  re  concerned  about  radio 	0.0001	0.0001
15_cell_pos_12	-LRB-  RF  -RRB-  radiation 	0.0001	0.5
15_cell_pos_13	-  and  you  should  be  even  though  nobody  talks  about  it  anymore  ,  this  phone  has  the  extendable  antenna 	0.125	0.20833333333333334
15_cell_pos_14	to  get  the  transmission  point  further  away  from  you 	0.0001	0.125
15_cell_pos_15	-LRB-  and  improves  the  transmission  -RRB-  . 	0.0001	0.0001
15_cell_pos_16	4  .  The  speakerphone  is  as  loud 	0.125	0.3125
15_cell_pos_17	as  you  need  it  to  be  , 	0.1875	0.25
15_cell_pos_18	even  at  dinning  room  table  with  the  TV  on  and  the  sound 	0.0001	0.125
15_cell_pos_19	patched  through  the  stereo  system 	0.0001	0.0001
15_cell_pos_20	-LRB-  very  impressive  -RRB-  . 	0.25	0.1875
15_cell_pos_21	There  is  virtually  no  lag  in  the  switch  between  listening  and  speaking  using  the  speakerphone 	0.125	0.25
15_cell_pos_22	-LRB-  full  duplex  -RRB-  . 	0.0001	0.0001
15_cell_pos_23	You  can  also  turn  its  volume  down 	0.0001	0.0001
15_cell_pos_24	to  a  whisper  if  you  want  to  . 	0.5	0.25
15_cell_pos_25	5  . 	0.0001	0.0001
15_cell_pos_26	The  phone  is  a  little  wider  than  some  phones 	0.25	0.25
15_cell_pos_27	-LRB-  like  the  V60  -RRB-  , 	0.0001	0.0001
15_cell_pos_28	but  is  very  light  . 	0.20833333333333334	0.25
15_cell_pos_29	Yet  the  phone  meets  the  tough  Military  specs  . 	0.75	0.0001
15_cell_pos_30	6  .  Rubberized  grips  on  the  phone  make  it  easy  to  grip 	0.25	0.5
15_cell_pos_31	and  dial  with  one  hand 	0.0001	0.5
15_cell_pos_32	and  phone  has  a  comfortable  feel  in  my  medium-sized  hand  . 	0.75	0.2916666666666667
15_cell_pos_33	Phone  has  slight  hourglass 	0.5	0.1875
15_cell_pos_34	shape 	0.0001	0.0001
15_cell_pos_35	-LRB-  wider  at  the  bottom  -RRB- 	0.125	0.0001
15_cell_pos_36	to  fit  nicely  into  the  hand  . 	0.0001	0.5
15_cell_pos_37	7  . 	0.0001	0.0001
15_cell_pos_38	Charger  charges  the  battery  FAST  .  .  . 	0.0001	0.125
15_cell_pos_39	MUCH  faster  than  my  V60  ever  charged  . 	0.0001	0.0001
15_cell_pos_40	8  .  Phone  has  all  the  standard  stuff 	0.375	0.3125
15_cell_pos_41	I  love  and  could  n't  live  without  : 	0.0001	0.5
15_cell_pos_42	voice  dialing  ,  custom  rings  for  calls  from  my  contact  list  ,  handsfree  ,  long  recent  calls  list 	0.0001	0.375
15_cell_pos_43	-LRB-  up  to  20  -RRB-  ,  ability  to  store  number 	0.375	0.5
15_cell_pos_44	to  Contacts  from  recent  calls 	0.0001	0.375
15_cell_pos_45	-LRB-  without  having  to  key  the  number  , 	0.375	0.0001
15_cell_pos_46	just  have  to  enter  the  name  -RRB-  . 	0.0001	0.25
15_cell_pos_47	CONS 	0.0001	0.0001
15_cell_pos_48	-LRB-  in  order  of  annoyance  ,  worst  first  -RRB-  : 	0.4375	0.25
15_cell_pos_49	1  .  The  phone  is  almost  completely  made  of  plastic  ,  and  I  `  ve  never  thought  plastic  was  as  durable  as  metal  . 	0.2916666666666667	0.3333333333333333
15_cell_pos_50	While  Motorola  makes  truly  awesome  phones  , 	0.0001	0.625
15_cell_pos_51	I  worry  there  might  be  an  over-reliance  on  plastic  to  protect  the  insides  of  the  phone  . 	0.4583333333333333	0.25
15_cell_pos_52	2  . 	0.0001	0.0001
15_cell_pos_53	When  the  phone  is  in  the  holster  ,  the  outside  display  is  not  visible  , 	0.25	0.20833333333333334
15_cell_pos_54	forcing 	0.0001	0.0001
15_cell_pos_55	me  to  remove  the  phone  from  the  holster 	0.125	0.0001
15_cell_pos_56	to  see 	0.0001	0.0001
15_cell_pos_57	who  's  calling  -LRB-  for  those 	0.0001	0.25
15_cell_pos_58	that  do  n't  have  a  custom  ring 	0.0001	0.3125
15_cell_pos_59	configured  -RRB- 	0.0001	0.0001
15_cell_pos_60	or  to  check  the  time  . 	0.0001	0.5
15_cell_pos_61	Very  annoying  , 	0.25	0.0001
15_cell_pos_62	as  I  'm  used  to  using  my  phone  as  a  watch  . 	0.0001	0.0001
15_cell_pos_63	3  .  The  icons  on  the  outside  display  are  small 	0.25	0.25
15_cell_pos_64	and  those  who  are  overdue  for  a  new  eye  prescription  might  have  trouble 	0.1875	0.2916666666666667
15_cell_pos_65	seeing  and  interpreting  the  icons  . 	0.0001	0.0001
15_cell_pos_66	The  only  two  parts 	0.0001	0.0001
15_cell_pos_67	that  are  clear  : 	0.125	0.375
15_cell_pos_68	the  battery 	0.0001	0.0001
15_cell_pos_69	-LRB-  important  -RRB- 	0.0001	0.875
15_cell_pos_70	and  date\/time  . 	0.0001	0.0001
15_cell_pos_71	4  .  The  flimsy  port  cover  at  bottom  of  the  phone 	0.125	0.0001
15_cell_pos_72	-LRB- 	0.0001	0.0001
15_cell_pos_73	where  you  connect  the  charger  ,  etc  -RRB-  make 	0.0001	0.125
15_cell_pos_74	me  think 	0.0001	0.0001
15_cell_pos_75	that  someday  I  'm  going  to  look  down 	0.0001	0.0001
15_cell_pos_76	there 	0.0001	0.0001
15_cell_pos_77	and  find  it  missing  . 	0.25	0.0001
15_cell_pos_78	It  's  easy  enough 	0.25	0.375
15_cell_pos_79	to  pop  off  , 	0.0001	0.0001
15_cell_pos_80	"but  sometimes  takes  ""  persuading  "" "	0.0001	0.0001
15_cell_pos_81	to  put  back 	0.0001	0.0001
15_cell_pos_82	and  have  it  cover  the  slot  completely 	0.0001	0.375
15_cell_pos_83	-LRB- 	0.0001	0.0001
15_cell_pos_84	because  it  needs  to  be  a  snug  fit 	0.2916666666666667	0.25
15_cell_pos_85	to  meet  the  military  spec  -RRB-  . 	0.0001	0.0001
15_cell_pos_86	OVERALL  , 	0.0001	0.0001
15_cell_pos_87	I  really  like  the  phone 	0.0001	0.625
15_cell_pos_88	and  highly  recommend  it  to  all 	0.125	0.625
8_kitchen_pos_1	I  have  the  black  Fusion  in  my  home  office 	0.375	0.25
8_kitchen_pos_2	-LRB- 	0.0001	0.0001
8_kitchen_pos_3	which  is  next  to  a  basement-level  theater  room  -RRB-  , 	0.125	0.25
8_kitchen_pos_4	and  my  wife 	0.0001	0.0001
8_kitchen_pos_5	and  I  already  love  this  machine  . 	0.0001	0.3125
8_kitchen_pos_6	We  have  tried  all  sorts  of  mixes  ,  and  we  `  ve  only  scratched  the  surface  of  what  this  machine  can  do  . 	0.25	0.25
8_kitchen_pos_7	This  is  one  of  the  first  times 	0.125	0.375
8_kitchen_pos_8	I  `  ve  been  so  impressed  with  a  product  that  I  wanted  to  write  a  review  for  it  . 	0.125	0.1875
8_kitchen_pos_9	Physical  properties  : 	0.0001	0.0001
8_kitchen_pos_10	It  handles  travel  mugs 	0.25	0.0001
8_kitchen_pos_11	-LRB-  if  you  remove  the  drip  tray  , 	0.0001	0.0001
8_kitchen_pos_12	which  is  largely  unneeded  anyway  -RRB-  , 	0.125	0.25
8_kitchen_pos_13	"and  all  our  ""  standard  ""  mugs  . "	0.3125	0.375
8_kitchen_pos_14	The  drink  head  moves  up  and  down  ,  so  it  can  sit  flush  against  the  rim  of  your  mug 	0.25	0.0001
8_kitchen_pos_15	to  cut  down  on  the  already  rare  splashbacks 	0.0001	0.125
8_kitchen_pos_16	"-LRB-  more  common  with  ""  frothy  "" "	0.0001	0.0001
8_kitchen_pos_17	drinks  than  coffee  and  tea  -RRB-  . 	0.0001	0.0001
8_kitchen_pos_18	When  it  brews  a  filterpack  , 	0.0001	0.0001
8_kitchen_pos_19	it  blows  air  through  at  the  end  of  the  cycle 	0.375	0.0001
8_kitchen_pos_20	to  clear  it  out 	0.0001	0.5
8_kitchen_pos_21	-LRB-  and  ,  thus  ,  keep  it  from  dripping 	0.0001	0.0001
8_kitchen_pos_22	as  you  remove  it  -RRB-  . 	0.0001	0.0001
8_kitchen_pos_23	The  water  tank  could  be  larger 	0.125	0.25
8_kitchen_pos_24	-LRB-  if  only  because  we  `  re  so  enamored  with  it  that  we  keep 	0.0001	0.5
8_kitchen_pos_25	making  drinks  all  day  long  -RRB-  , 	0.0001	0.0001
8_kitchen_pos_26	but  if  you  have  a  ready  source  of  water  nearby  , 	0.625	0.25
8_kitchen_pos_27	it  should  n't  be  a  problem  . 	0.375	0.25
8_kitchen_pos_28	The  tank  fits  better 	0.0001	0.8125
8_kitchen_pos_29	and  slides  on  easier  than  the  Senseo 	0.25	0.625
8_kitchen_pos_30	-LRB- 	0.0001	0.0001
8_kitchen_pos_31	which  we  also  have  -RRB-  . 	0.0001	0.25
8_kitchen_pos_32	Flavor-wise  : 	0.0001	0.0001
8_kitchen_pos_33	It  's  made  by  M&M  \/  Mars  ,  so 	0.0001	0.0001
8_kitchen_pos_34	you  can  bet  that  the  sweeter  drinks 	0.0001	0.0001
8_kitchen_pos_35	-LRB-  the  so-called  Indulgence  fare  -RRB-  is  excellent  . 	0.4375	0.25
8_kitchen_pos_36	"Coffee  blends  are  quite  good  ,  especially  the  darker  roasts  like  ""  French  Roast  "" "	0.375	0.375
8_kitchen_pos_37	"and  ""  Sumatra  ""  . "	0.0001	0.0001
8_kitchen_pos_38	Lattes  made  with  Espresso  Roast  taste  similar  to  Starbucks  ,  moreso  than  other  chains  . 	0.3333333333333333	0.375
8_kitchen_pos_39	Clean-up  : 	0.0001	0.0001
8_kitchen_pos_40	Wipe  the  inside  of  the  drink  head  ,  and  possibly  the  front  of  the  plastic  column 	0.0001	0.0001
8_kitchen_pos_41	-LRB-  the  colored  portion  -RRB- 	0.0001	0.0001
8_kitchen_pos_42	"after  any  particularly  ""  splashy  "" "	0.0001	0.0001
8_kitchen_pos_43	drinks  . 	0.0001	0.0001
8_kitchen_pos_44	No  need 	0.125	0.125
8_kitchen_pos_45	to  worry  about  cleaning  up  the  area  around  the  machine  ,  especially  if  you  keep  the  drink  head  on  the  rim  of  your  mug  . 	0.2916666666666667	0.25
8_kitchen_pos_46	Of  course  , 	0.0001	0.0001
8_kitchen_pos_47	you  ca  n't  watch  its  magic 	0.0001	0.125
8_kitchen_pos_48	when  the  drink  head  is  that  low  , 	0.1875	0.25
8_kitchen_pos_49	so  your  first  few  times  , 	0.0001	0.5
8_kitchen_pos_50	you  `  ll  probably  get  a  drip  here 	0.0001	0.125
8_kitchen_pos_51	and  there  . 	0.0001	0.0001
8_kitchen_pos_52	Final  bits  : 	0.125	0.0001
8_kitchen_pos_53	We  `  ve  had  the  Senseo  since  its  launch  . 	0.0001	0.25
8_kitchen_pos_54	Between  pods 	0.0001	0.0001
8_kitchen_pos_55	"that  need  ""  pre-wetting  "" "	0.25	0.25
8_kitchen_pos_56	to  avoid 	0.0001	0.0001
8_kitchen_pos_57	blowing  past  the  seal  of  the  portafilter  to  the  not-so-great  varieties  of  drinks  , 	0.3125	0.0001
8_kitchen_pos_58	the  Senseo  is  lagging  behind  the  Flavia  . 	0.125	0.25
8_kitchen_pos_59	"We  drink  coffee  ,  tea  ,  espresso  drinks  ,  mixed  blends  ,  and  sweet-tooth-friendly  ""  indulgence  ""  mixes  every  day  with  the  Flavia  , "	0.75	0.125
8_kitchen_pos_60	and  it  's  brain-dead-easy  to  use  . 	0.0001	0.0001
8_kitchen_pos_61	Certainly  easier  to  clean  up  after  ,  too  ! 	0.2916666666666667	0.375
8_kitchen_pos_62	If  you  `  re  on  the  fence  between  the  Flavia  and  other  single-cup  offerings 	0.625	0.0001
8_kitchen_pos_63	-LRB-  like  Senseo  -RRB-  , 	0.0001	0.0001
8_kitchen_pos_64	get 	0.0001	0.0001
8_kitchen_pos_65	the  Flavia  . 	0.0001	0.0001
8_kitchen_pos_66	Keurig  and  other  single-cup  offerings  ca  n't  touch  the  variety  of  drinks 	0.625	0.0001
8_kitchen_pos_67	you  can  make  with  the  Flavia  . 	0.0001	0.0001
8_kitchen_pos_68	I  'm  sipping  a  lemon\/blueberry  tea  blend  now  , 	0.0001	0.125
8_kitchen_pos_69	made  over  ice  , 	0.0001	0.0001
8_kitchen_pos_70	and  it  's  fantastic  . 	0.0001	0.0001
8_kitchen_pos_71	Highly  recommended 	0.125	0.625
11_kitchen_neg_1	I  own  the  graphite  style  of  this  set  . 	0.0001	0.125
11_kitchen_neg_2	I  was  originally  very  happy  with  the  purchase 	0.1875	0.375
11_kitchen_neg_3	- 	0.0001	0.0001
11_kitchen_neg_4	the  set  looked  great  ,  did  n't  chip  easily  ,  and  was  a  great  size  . 	0.25	0.1875
11_kitchen_neg_5	After  a  year  of  use 	0.0001	0.0001
11_kitchen_neg_6	I  `  ve  come  up  with  a  list  of  problems  : 	0.625	0.0001
11_kitchen_neg_7	The  clear  glazed  surface  on  the  plates  and  bowls  can  be  scored  by  utensils 	0.125	0.2916666666666667
11_kitchen_neg_8	which  allows  water\/dirt  to  penetrate  to  the  porous  ceramic  below  leaving  stains 	0.6875	0.0001
11_kitchen_neg_9	that  can  not  be  removed  . 	0.375	0.25
11_kitchen_neg_10	"The  semi-matte  finish  acquires  a  ""  powdery  ""  ,  almost  bleached  ,  look  to  it  after  many  washings "	0.125	0.0001
11_kitchen_neg_11	-LRB-  says  dishwasher  safe  , 	0.0001	0.625
11_kitchen_neg_12	guess 	0.25	0.125
11_kitchen_neg_13	that  means  the  colors  do  n't  wash  away  immediately  -RRB- 	0.25	0.0001
11_kitchen_neg_14	My  biggest  complaint  : 	0.5	0.25
11_kitchen_neg_15	We  bought  these 	0.0001	0.0001
11_kitchen_neg_16	"because  they  were  ""  microwave  safe  ""  . "	0.25	0.3125
11_kitchen_neg_17	I  do  n't  know  what  microwave  safe  means  to  most  people  , 	0.375	0.375
11_kitchen_neg_18	but  it  means  to  me  that  I  could  put  a  plate  ,  bowl  or  cup  in  the  microwave  ,  heat  up  the  contents  , 	0.0001	0.0001
11_kitchen_neg_19	and  then  safely  remove  the  object 	0.0001	0.375
11_kitchen_neg_20	and  use  it  . 	0.0001	0.0001
11_kitchen_neg_21	In  the  case  of  the  set 	0.0001	0.125
11_kitchen_neg_22	I  purchased  , 	0.0001	0.0001
11_kitchen_neg_23	it  only  seems  to  mean 	0.0001	0.0001
11_kitchen_neg_24	that  the  item 	0.0001	0.0001
11_kitchen_neg_25	placed  in  the  microwave  will  not  explode  . 	0.625	0.0001
11_kitchen_neg_26	Unfortunately  in  the  case  of  the  Sango  Graphite  set  , 	0.875	0.0001
11_kitchen_neg_27	it  means  that  the  contents  of  the  set  are  sheilded  by  the 	0.125	0.1875
11_kitchen_neg_28	-LRB-  plate\/bowl\/cup  -RRB- 	0.0001	0.0001
11_kitchen_neg_29	and  that  the  contents  will  emerge  warm 	0.0001	0.0001
11_kitchen_neg_30	at  best  while  you  burn  your  hand 	0.125	0.625
11_kitchen_neg_31	attempting  to  extract  the 	0.0001	0.0001
11_kitchen_neg_32	-LRB-  plate\/bowl\/cup  -RRB- 	0.0001	0.0001
11_kitchen_neg_33	that  has  soaked  all  of  the  energy  up  from  the  microwave  . 	0.0001	0.25
11_kitchen_neg_34	They  get  VERY  hot  ! 	0.0001	0.125
11_kitchen_neg_35	-LRB-  Cup  of  water 	0.0001	0.0001
11_kitchen_neg_36	heated  for  2  mins  results  in  water  temperature  of  120F 	0.0001	0.0001
11_kitchen_neg_37	while  cup  surface  is  170F  !  -RRB- 	0.125	0.25
11_kitchen_neg_38	I  `  ve  only  broken  2  items  from  the  set  ,  both  times 	0.125	0.2916666666666667
11_kitchen_neg_39	I  dropped  the  items  after  getting  them  partly  out  of  the  microwave 	0.0001	0.125
11_kitchen_neg_40	and  realizing 	0.0001	0.375
11_kitchen_neg_41	that  my  fingers  were  being  burned 	0.125	0.25
11_kitchen_neg_42	-LRB-  first  time  I  thought 	0.0001	0.0001
11_kitchen_neg_43	it  was  a  fluke  ,  second  time 	0.125	0.1875
11_kitchen_neg_44	I  learned  my  lesson  -RRB- 	0.0001	0.0001
11_kitchen_neg_45	and  dropped  the  item  on  the  hard  stove  surface  below  the  microwave  . 	0.75	0.0001
11_kitchen_neg_46	I  emailed  Sango  several  times 	0.0001	0.5
11_kitchen_neg_47	and  received  no  response  at  all  . 	0.0001	0.0001
11_kitchen_neg_48	While  I  liked  the  set  a  lot  initially  , 	0.0001	0.125
11_kitchen_neg_49	I  have  been  very  disappointed  over  time  with  its  quality  . 	0.20833333333333334	0.28125
11_kitchen_neg_50	I  will  never  purchase  another  from  Sango  again 	0.625	0.0001
18_gourmet_pos_1	I  `  ve  been  ruling  Adab  ,  the  biggest  little  city-state  in  Sumeria  ,  for  almost  .  .  . 	0.20833333333333334	0.25
18_gourmet_pos_2	Has  it  been  70  years  ? 	0.125	0.25
18_gourmet_pos_3	Wow  , 	0.375	0.25
18_gourmet_pos_4	it  just  seems  like  yesterday  Mesh-Ki-Ang-Nanna  was  vanquished 	0.125	0.1875
18_gourmet_pos_5	and  the  kingship  was  taken  from  Urim  . 	0.125	0.375
18_gourmet_pos_6	LOL  . 	0.0001	0.0001
18_gourmet_pos_7	Anyways  ,  due  to  my  hectic  schedule  of  riding  through  the  streets  , 	0.0001	0.0001
18_gourmet_pos_8	standing  atop  my  jeweled  chariot 	0.0001	0.125
18_gourmet_pos_9	pulled  by  a  team  of  grunting  oxen  on  my  way 	0.125	0.0001
18_gourmet_pos_10	to  the  ziggurat  , 	0.0001	0.0001
18_gourmet_pos_11	I  barely  have  time  to  be  fed  anymore  . 	0.125	0.20833333333333334
18_gourmet_pos_12	It  's  not  as  if  I  can  be  expected  to  munch  on  a  wieldy  leg  of  lamb  during  my  morning  full  body  shave  . 	0.34375	0.25
18_gourmet_pos_13	But  then  one  day  a  traveler  who  I  had  commanded  to  bring  back  the  finest  exoticities  from  the  farthest  ends  of  our  flat  disc  ,  came  to  me  with  a  handful  of  small  round  pellets  . 	0.3125	0.25
18_gourmet_pos_14	"He  called  them  ""  California  Red  Seedless  Grapes  ""  . "	0.375	0.25
18_gourmet_pos_15	I  had  him  immediately  put  to  death  for  reciting  words 	0.375	0.25
18_gourmet_pos_16	I  had  never  heard  before  , 	0.625	0.25
18_gourmet_pos_17	but  I  was  intrigued  . 	0.125	0.25
18_gourmet_pos_18	And  would  n't  you  know  it  , 	0.0001	0.0001
18_gourmet_pos_19	but  during  my  afternoon  copulation  with  two  dozen  virgins  ,  these  grapes  were  exactly  what  I  needed  . 	0.16666666666666666	0.20833333333333334
18_gourmet_pos_20	I  was  able  to  do  my  usual  defiling 	0.125	0.16666666666666666
18_gourmet_pos_21	of  whomever 	0.0001	0.0001
18_gourmet_pos_22	I  choosed  and  yet  due  to  the  curious  vine  these  pellets  hung  upon  ,  never 	0.625	0.25
18_gourmet_pos_23	once  was  I  unable  to  calm  my  disgustingly  bloated  belly  . 	0.4375	0.25
18_gourmet_pos_24	And  did  I  mention  the  taste  ? 	0.0001	0.0001
18_gourmet_pos_25	IMHO  , 	0.0001	0.0001
18_gourmet_pos_26	It  's  like  a  glorious  gift  from  Enlil  that  both  An  and  Ki  have  given  their  blessing  to  ,  with  the  bonus  of  no  seeds  . 	0.2916666666666667	0.275
18_gourmet_pos_27	I  mean  seriously  ,  our  Gods  are  truly  seers  of  all  to  know 	0.125	0.375
18_gourmet_pos_28	that  I  'm  no  fan  of  seeds  . 	0.0001	0.0001
18_gourmet_pos_29	But  in  conclusion 	0.0001	0.0001
18_gourmet_pos_30	while  I  still  do  n't  know 	0.125	0.0001
18_gourmet_pos_31	"where  this  ""  California  "" "	0.0001	0.0001
18_gourmet_pos_32	is  , 	0.125	0.25
18_gourmet_pos_33	I  know 	0.0001	0.0001
18_gourmet_pos_34	that  they  have  a  wonderful  fruit  , 	0.0001	0.25
18_gourmet_pos_35	and  I  hope  that  soon  we  conquer  them  . 	0.125	0.125
18_gourmet_pos_36	I  also  hope  they  have  virgins  . 	0.125	0.1875
18_gourmet_pos_37	Also  since  I  'm  already  here  , 	0.0001	0.125
18_gourmet_pos_38	you  guys  heard  the  one  about  the  three  ox-drivers  from  Adab  ? 	0.0001	0.0001
18_gourmet_pos_39	You  know  , 	0.0001	0.0001
18_gourmet_pos_40	"where  the  punchline  is  ""  With  elaborate  words  ,  with  elaborate  words  ,  the  case  of  the  citizens  of  Adab  was  settled  . "	0.125	0.25
18_gourmet_pos_41	Pa-nijin-jara  , 	0.0001	0.0001
18_gourmet_pos_42	"their  sage  ,  the  scholar  ,  the  god  of  Adab  ,  was  the  scribe  .  ""  ? "	0.125	0.1875
18_gourmet_pos_43	LMAO  , 	0.0001	0.0001
18_gourmet_pos_44	that  gets  me  every  time 	0.0001	0.125
8_gourmet_neg_1	We  were  happy  with  the  gift  baskets 	0.125	0.4583333333333333
8_gourmet_neg_2	that  were  delivered  . 	0.125	0.25
8_gourmet_neg_3	However  the  company  only  has  one  distribution  center  in  California  , 	0.5	0.20833333333333334
8_gourmet_neg_4	which  is  obviously  not  efficient  to  deliver  to  the  East  Coast  . 	0.375	0.375
8_gourmet_neg_5	Despite  the  company  's  ambitions 	0.125	0.5
8_gourmet_neg_6	to  become  a  national  company  , 	0.0001	0.0001
8_gourmet_neg_7	they  are  not  willing  to  pony  up  the  money  to  get  additional  distribution  facilities  outside  of  California  . 	0.375	0.28125
8_gourmet_neg_8	This  maybe  great  if  you  live  in  California  . 	0.0001	0.0001
8_gourmet_neg_9	However  I  live  in  Florida 	0.5	0.125
8_gourmet_neg_10	and  I  ordered  on  December  22 	0.0001	0.0001
8_gourmet_neg_11	and  my  basket  did  not  arrive  until  January  4th  . 	0.625	0.0001
8_gourmet_neg_12	I  think 	0.0001	0.0001
