PhraseIDs	Polarity
15_cell_pos_18	positive
15_cell_pos_19	positive
15_cell_pos_20	positive
15_cell_pos_21	positive
15_cell_pos_22	positive
15_cell_pos_23	positive
15_cell_pos_24	positive
15_cell_pos_25	positive
15_cell_pos_26	negative
15_cell_pos_27	negative
15_cell_pos_28	positive
15_cell_pos_29	positive
15_cell_pos_30	positive
15_cell_pos_31	positive
15_cell_pos_32	positive
15_cell_pos_33	positive
15_cell_pos_34	negative
15_cell_pos_35	positive
15_cell_pos_36	positive
15_cell_pos_37	positive
15_cell_pos_38	positive
15_cell_pos_39	positive
15_cell_pos_40	positive
15_cell_pos_41	positive
15_cell_pos_42	positive
15_cell_pos_43	positive
15_cell_pos_44	positive
15_cell_pos_45	positive
15_cell_pos_46	positive
15_cell_pos_47	negative
15_cell_pos_48	negative
15_cell_pos_49	negative
15_cell_pos_50	negative
15_cell_pos_51	negative
15_cell_pos_52	positive
15_cell_pos_53	negative
15_cell_pos_54	negative
15_cell_pos_55	negative
15_cell_pos_56	negative
15_cell_pos_57	negative
15_cell_pos_58	negative
15_cell_pos_59	negative
15_cell_pos_60	negative
15_cell_pos_61	negative
15_cell_pos_62	negative
15_cell_pos_63	negative
15_cell_pos_64	negative
15_cell_pos_65	negative
15_cell_pos_66	positive
15_cell_pos_67	positive
15_cell_pos_68	positive
15_cell_pos_69	positive
15_cell_pos_70	positive
15_cell_pos_71	negative
15_cell_pos_72	positive
15_cell_pos_73	negative
15_cell_pos_74	negative
15_cell_pos_75	negative
15_cell_pos_76	positive
15_cell_pos_77	negative
15_cell_pos_78	positive
15_cell_pos_79	positive
15_cell_pos_80	negative
15_cell_pos_81	negative
15_cell_pos_82	negative
15_cell_pos_83	positive
15_cell_pos_84	negative
15_cell_pos_85	negative
15_cell_pos_86	positive
15_cell_pos_87	positive
15_cell_pos_88	positive
8_kitchen_pos_1	positive
8_kitchen_pos_2	positive
8_kitchen_pos_3	positive
8_kitchen_pos_4	positive
8_kitchen_pos_5	positive
8_kitchen_pos_6	positive
8_kitchen_pos_7	positive
8_kitchen_pos_8	positive
8_kitchen_pos_9	positive
8_kitchen_pos_10	positive
8_kitchen_pos_11	positive
8_kitchen_pos_12	positive
8_kitchen_pos_13	positive
8_kitchen_pos_14	positive
8_kitchen_pos_15	positive
8_kitchen_pos_16	positive
8_kitchen_pos_17	positive
8_kitchen_pos_18	positive
8_kitchen_pos_19	positive
8_kitchen_pos_20	positive
8_kitchen_pos_21	positive
8_kitchen_pos_22	positive
8_kitchen_pos_23	negative
8_kitchen_pos_24	positive
8_kitchen_pos_25	positive
8_kitchen_pos_26	positive
8_kitchen_pos_27	positive
8_kitchen_pos_28	positive
8_kitchen_pos_29	positive
8_kitchen_pos_30	positive
8_kitchen_pos_31	positive
8_kitchen_pos_32	positive
8_kitchen_pos_33	positive
8_kitchen_pos_34	positive
8_kitchen_pos_35	positive
8_kitchen_pos_36	positive
8_kitchen_pos_37	positive
8_kitchen_pos_38	positive
8_kitchen_pos_39	positive
8_kitchen_pos_40	positive
8_kitchen_pos_41	positive
8_kitchen_pos_42	positive
8_kitchen_pos_43	positive
8_kitchen_pos_44	positive
8_kitchen_pos_45	positive
8_kitchen_pos_46	negative
8_kitchen_pos_47	negative
8_kitchen_pos_48	negative
8_kitchen_pos_49	negative
8_kitchen_pos_50	negative
8_kitchen_pos_51	negative
8_kitchen_pos_52	positive
8_kitchen_pos_53	positive
8_kitchen_pos_54	positive
8_kitchen_pos_55	positive
8_kitchen_pos_56	positive
8_kitchen_pos_57	positive
8_kitchen_pos_58	positive
8_kitchen_pos_59	positive
8_kitchen_pos_60	positive
8_kitchen_pos_61	positive
8_kitchen_pos_62	positive
8_kitchen_pos_63	positive
8_kitchen_pos_64	negative
8_kitchen_pos_65	positive
8_kitchen_pos_66	positive
8_kitchen_pos_67	positive
8_kitchen_pos_68	positive
8_kitchen_pos_69	positive
8_kitchen_pos_70	positive
8_kitchen_pos_71	positive
11_kitchen_neg_1	negative
11_kitchen_neg_2	positive
11_kitchen_neg_3	negative
11_kitchen_neg_4	positive
11_kitchen_neg_5	negative
11_kitchen_neg_6	negative
11_kitchen_neg_7	negative
11_kitchen_neg_8	negative
11_kitchen_neg_9	negative
11_kitchen_neg_10	negative
11_kitchen_neg_11	negative
11_kitchen_neg_12	positive
11_kitchen_neg_13	negative
11_kitchen_neg_14	negative
11_kitchen_neg_15	negative
11_kitchen_neg_16	negative
11_kitchen_neg_17	negative
11_kitchen_neg_18	negative
11_kitchen_neg_19	negative
11_kitchen_neg_20	negative
11_kitchen_neg_21	negative
11_kitchen_neg_22	negative
11_kitchen_neg_23	negative
11_kitchen_neg_24	negative
11_kitchen_neg_25	negative
11_kitchen_neg_26	negative
11_kitchen_neg_27	negative
11_kitchen_neg_28	negative
11_kitchen_neg_29	negative
11_kitchen_neg_30	negative
11_kitchen_neg_31	negative
11_kitchen_neg_32	negative
11_kitchen_neg_33	negative
11_kitchen_neg_34	negative
11_kitchen_neg_35	negative
11_kitchen_neg_36	negative
11_kitchen_neg_37	negative
11_kitchen_neg_38	negative
11_kitchen_neg_39	negative
11_kitchen_neg_40	negative
11_kitchen_neg_41	negative
11_kitchen_neg_42	negative
11_kitchen_neg_43	negative
11_kitchen_neg_44	negative
11_kitchen_neg_45	negative
11_kitchen_neg_46	negative
11_kitchen_neg_47	negative
11_kitchen_neg_48	positive
11_kitchen_neg_49	negative
11_kitchen_neg_50	negative
18_gourmet_pos_1	positive
18_gourmet_pos_2	positive
18_gourmet_pos_3	positive
18_gourmet_pos_4	positive
18_gourmet_pos_5	positive
18_gourmet_pos_6	positive
18_gourmet_pos_7	positive
18_gourmet_pos_8	positive
18_gourmet_pos_9	positive
18_gourmet_pos_10	positive
18_gourmet_pos_11	positive
18_gourmet_pos_12	positive
18_gourmet_pos_13	positive
18_gourmet_pos_14	positive
18_gourmet_pos_15	positive
18_gourmet_pos_16	positive
18_gourmet_pos_17	positive
18_gourmet_pos_18	positive
18_gourmet_pos_19	positive
18_gourmet_pos_20	positive
18_gourmet_pos_21	positive
18_gourmet_pos_22	positive
18_gourmet_pos_23	positive
18_gourmet_pos_24	positive
18_gourmet_pos_25	positive
18_gourmet_pos_26	positive
18_gourmet_pos_27	positive
18_gourmet_pos_28	positive
18_gourmet_pos_29	positive
18_gourmet_pos_30	positive
18_gourmet_pos_31	positive
18_gourmet_pos_32	positive
18_gourmet_pos_33	positive
18_gourmet_pos_34	positive
18_gourmet_pos_35	positive
18_gourmet_pos_36	positive
18_gourmet_pos_37	positive
18_gourmet_pos_38	positive
18_gourmet_pos_39	positive
18_gourmet_pos_40	positive
18_gourmet_pos_41	positive
18_gourmet_pos_42	positive
18_gourmet_pos_43	positive
18_gourmet_pos_44	positive
8_gourmet_neg_1	positive
8_gourmet_neg_2	positive
8_gourmet_neg_3	negative
8_gourmet_neg_4	negative
8_gourmet_neg_5	negative
8_gourmet_neg_6	negative
8_gourmet_neg_7	negative
8_gourmet_neg_8	positive
8_gourmet_neg_9	negative
8_gourmet_neg_10	negative
8_gourmet_neg_11	negative
8_gourmet_neg_12	negative
8_gourmet_neg_13	negative
8_gourmet_neg_14	negative
8_gourmet_neg_15	negative
8_gourmet_neg_16	negative
8_gourmet_neg_17	negative
2_cell_neg_1	negative
2_cell_neg_2	negative
2_cell_neg_3	negative
2_cell_neg_4	negative
2_cell_neg_5	negative
2_cell_neg_6	negative
2_cell_neg_7	negative
2_cell_neg_8	negative
2_cell_neg_9	negative
2_cell_neg_10	negative
2_cell_neg_11	negative
2_cell_neg_12	negative
2_cell_neg_13	negative
2_cell_neg_14	negative
2_cell_neg_15	negative
2_cell_neg_16	negative
2_cell_neg_17	negative
2_cell_neg_18	negative
2_cell_neg_19	negative
2_cell_neg_20	negative
2_cell_neg_21	negative
2_cell_neg_22	negative
2_cell_neg_23	negative
2_cell_neg_24	negative
2_cell_neg_25	negative
2_cell_neg_26	negative
2_cell_neg_27	negative
2_cell_neg_28	negative
2_cell_neg_29	negative
2_cell_neg_30	negative
2_cell_neg_31	negative
2_cell_neg_32	negative
2_cell_neg_33	negative
2_cell_neg_34	negative
2_cell_neg_35	negative
2_cell_neg_36	negative
2_cell_neg_37	negative
2_cell_neg_38	negative
2_cell_neg_39	negative
2_cell_neg_40	negative
2_cell_neg_41	negative
2_cell_neg_42	negative
2_cell_neg_43	negative
2_cell_neg_44	negative
2_cell_neg_45	negative
2_cell_neg_46	negative
2_cell_neg_47	negative
2_cell_neg_48	negative
2_cell_neg_49	negative
2_cell_neg_50	positive
2_cell_neg_51	negative
2_cell_neg_52	negative
2_cell_neg_53	negative
2_cell_neg_54	negative
2_cell_neg_55	negative
2_cell_neg_56	negative
2_cell_neg_57	negative
2_cell_neg_58	negative
2_cell_neg_59	negative
2_cell_neg_60	negative
2_cell_neg_61	negative
2_cell_neg_62	negative
2_cell_neg_63	negative
2_cell_neg_64	negative
2_cell_neg_65	negative
2_cell_neg_66	negative
2_cell_neg_67	negative
2_cell_neg_68	negative
2_cell_neg_69	negative
2_cell_neg_70	negative
2_cell_neg_71	negative
2_cell_neg_72	negative
2_cell_neg_73	negative
2_cell_neg_74	negative
2_cell_neg_75	negative
2_cell_neg_76	negative
2_cell_neg_77	negative
2_cell_neg_78	negative
2_cell_neg_79	negative
2_cell_neg_80	negative
2_cell_neg_81	negative
2_cell_neg_82	negative
2_cell_neg_83	negative
2_cell_neg_84	negative
2_cell_neg_85	negative
2_cell_neg_86	negative
2_cell_neg_87	negative
2_cell_neg_88	negative
2_cell_neg_89	positive
2_cell_neg_90	negative
2_cell_neg_91	negative
2_cell_neg_92	negative
2_cell_neg_93	negative
2_cell_neg_94	negative
2_cell_neg_95	negative
2_cell_neg_96	negative
11_cell_pos_1	positive
11_cell_pos_2	positive
11_cell_pos_3	positive
11_cell_pos_4	positive
11_cell_pos_5	positive
11_cell_pos_6	positive
11_cell_pos_7	negative
11_cell_pos_8	negative
11_cell_pos_9	positive
11_cell_pos_10	positive
11_cell_pos_11	positive
11_cell_pos_12	negative
11_cell_pos_13	positive
11_cell_pos_14	positive
11_cell_pos_15	positive
11_cell_pos_16	positive
11_cell_pos_17	positive
11_cell_pos_18	positive
11_cell_pos_19	positive
11_cell_pos_20	negative
11_cell_pos_21	negative
11_cell_pos_22	positive
11_cell_pos_23	positive
11_cell_pos_24	positive
11_cell_pos_25	positive
11_cell_pos_26	positive
11_cell_pos_27	positive
11_cell_pos_28	positive
11_cell_pos_29	positive
11_cell_pos_30	positive
11_cell_pos_31	positive
11_cell_pos_32	positive
11_cell_pos_33	positive
11_cell_pos_34	positive
11_cell_pos_35	positive
11_cell_pos_36	negative
11_cell_pos_37	positive
11_cell_pos_38	positive
11_cell_pos_39	positive
11_cell_pos_40	positive
11_cell_pos_41	positive
11_cell_pos_42	negative
11_cell_pos_43	negative
11_cell_pos_44	positive
11_cell_pos_45	positive
11_cell_pos_46	positive
11_cell_pos_47	positive
11_cell_pos_48	positive
11_cell_pos_49	positive
11_cell_pos_50	positive
11_cell_pos_51	positive
11_cell_pos_52	positive
11_cell_pos_53	positive
11_cell_pos_54	positive
11_cell_pos_55	positive
11_cell_pos_56	positive
11_cell_pos_57	positive
11_cell_pos_58	positive
11_cell_pos_59	positive
11_cell_pos_60	positive
11_cell_pos_61	positive
11_cell_pos_62	positive
11_cell_pos_63	positive
11_cell_pos_64	positive
11_cell_pos_65	positive
11_cell_pos_66	positive
11_cell_pos_67	positive
11_cell_pos_68	positive
11_cell_pos_69	positive
11_cell_pos_70	positive
11_cell_pos_71	positive
11_cell_pos_72	negative
14_kitchen_pos_1	positive
14_kitchen_pos_2	positive
14_kitchen_pos_3	positive
14_kitchen_pos_4	positive
14_kitchen_pos_5	positive
14_kitchen_pos_6	positive
14_kitchen_pos_7	positive
14_kitchen_pos_8	positive
14_kitchen_pos_9	positive
14_kitchen_pos_10	positive
14_kitchen_pos_11	positive
14_kitchen_pos_12	positive
14_kitchen_pos_13	positive
14_kitchen_pos_14	positive
14_kitchen_pos_15	positive
14_kitchen_pos_16	positive
14_kitchen_pos_17	positive
14_kitchen_pos_18	positive
14_kitchen_pos_19	positive
14_kitchen_pos_20	positive
14_kitchen_pos_21	positive
14_kitchen_pos_22	positive
14_kitchen_pos_23	positive
14_kitchen_pos_24	positive
14_kitchen_pos_25	positive
14_kitchen_pos_26	positive
14_kitchen_pos_27	positive
14_kitchen_pos_28	positive
14_kitchen_pos_29	positive
14_kitchen_pos_30	positive
14_kitchen_pos_31	positive
14_kitchen_pos_32	positive
14_kitchen_pos_33	positive
14_kitchen_pos_34	positive
14_kitchen_pos_35	positive
16_kitchen_neg_1	positive
16_kitchen_neg_2	positive
16_kitchen_neg_3	positive
16_kitchen_neg_4	negative
16_kitchen_neg_5	negative
16_kitchen_neg_6	negative
16_kitchen_neg_7	negative
16_kitchen_neg_8	negative
16_kitchen_neg_9	negative
16_kitchen_neg_10	negative
16_kitchen_neg_11	negative
16_kitchen_neg_12	negative
16_kitchen_neg_13	negative
16_kitchen_neg_14	negative
16_kitchen_neg_15	negative
16_kitchen_neg_16	negative
16_kitchen_neg_17	negative
16_kitchen_neg_18	negative
16_kitchen_neg_19	negative
16_kitchen_neg_20	negative
16_kitchen_neg_21	negative
16_kitchen_neg_22	negative
16_kitchen_neg_23	negative
16_kitchen_neg_24	negative
16_kitchen_neg_25	negative
16_kitchen_neg_26	negative
16_kitchen_neg_27	negative
16_kitchen_neg_28	negative
16_kitchen_neg_29	negative
16_kitchen_neg_30	negative
16_kitchen_neg_31	negative
16_kitchen_neg_32	negative
16_kitchen_neg_33	negative
16_kitchen_neg_34	negative
16_kitchen_neg_35	negative
16_kitchen_neg_36	negative
16_kitchen_neg_37	negative
16_kitchen_neg_38	negative
16_kitchen_neg_39	negative
16_kitchen_neg_40	positive
16_kitchen_neg_41	negative
8_gourmet_pos_1	positive
8_gourmet_pos_2	positive
8_gourmet_pos_3	negative
8_gourmet_pos_4	negative
8_gourmet_pos_5	positive
8_gourmet_pos_6	positive
8_gourmet_pos_7	negative
8_gourmet_pos_8	negative
8_gourmet_pos_9	negative
8_gourmet_pos_10	negative
8_gourmet_pos_11	negative
8_gourmet_pos_12	negative
8_gourmet_pos_13	negative
8_gourmet_pos_14	positive
8_gourmet_pos_15	positive
8_gourmet_pos_16	positive
8_gourmet_pos_17	positive
8_gourmet_pos_18	positive
8_gourmet_pos_19	negative
8_gourmet_pos_20	negative
8_gourmet_pos_21	negative
8_gourmet_pos_22	negative
8_gourmet_pos_23	negative
8_gourmet_pos_24	negative
8_gourmet_pos_25	positive
8_gourmet_pos_26	positive
8_gourmet_pos_27	negative
8_gourmet_pos_28	negative
8_gourmet_pos_29	positive
8_gourmet_pos_30	positive
8_gourmet_pos_31	positive
8_gourmet_pos_32	positive
8_gourmet_pos_33	positive
8_gourmet_pos_34	positive
8_gourmet_pos_35	positive
8_gourmet_pos_36	positive
8_gourmet_pos_37	positive
8_gourmet_pos_38	positive
8_gourmet_pos_39	positive
8_gourmet_pos_40	positive
8_gourmet_pos_41	positive
8_gourmet_pos_42	negative
8_gourmet_pos_43	negative
8_gourmet_pos_44	negative
8_gourmet_pos_45	negative
8_gourmet_pos_46	negative
8_gourmet_pos_47	positive
8_gourmet_pos_48	positive
8_gourmet_pos_49	positive
8_gourmet_pos_50	positive
8_gourmet_pos_51	positive
8_gourmet_pos_52	positive
8_gourmet_pos_53	positive
8_gourmet_pos_54	positive
8_gourmet_pos_55	positive
8_gourmet_pos_56	positive
8_gourmet_pos_57	positive
8_gourmet_pos_58	positive
8_gourmet_pos_59	positive
8_gourmet_pos_60	negative
8_gourmet_pos_61	negative
8_gourmet_pos_62	negative
20_gourmet_neg_1	positive
20_gourmet_neg_2	negative
20_gourmet_neg_3	negative
20_gourmet_neg_4	negative
20_gourmet_neg_5	negative
20_gourmet_neg_6	negative
20_gourmet_neg_7	negative
20_gourmet_neg_8	negative
20_gourmet_neg_9	negative
20_gourmet_neg_10	negative
20_gourmet_neg_11	negative
20_gourmet_neg_12	negative
20_gourmet_neg_13	negative
20_gourmet_neg_14	negative
20_gourmet_neg_15	negative
20_gourmet_neg_16	negative
20_gourmet_neg_17	negative
20_gourmet_neg_18	negative
20_gourmet_neg_19	negative
20_gourmet_neg_20	negative
