PhraseIDs	Contrast
3_cell_pos_113	False
3_cell_pos_114	False
3_cell_pos_115	False
3_cell_pos_116	False
3_cell_pos_117	False
3_cell_pos_118	False
3_cell_pos_119	False
3_kitchen_pos_1	False
3_kitchen_pos_2	False
3_kitchen_pos_3	False
3_kitchen_pos_4	False
3_kitchen_pos_5	False
3_kitchen_pos_6	False
3_kitchen_pos_7	False
3_kitchen_pos_8	False
3_kitchen_pos_9	False
3_kitchen_pos_10	False
3_kitchen_pos_11	True
3_kitchen_pos_12	False
3_kitchen_pos_13	False
3_kitchen_pos_14	False
3_kitchen_pos_15	False
3_kitchen_pos_16	False
3_kitchen_pos_17	False
3_kitchen_pos_18	False
3_kitchen_pos_19	False
3_kitchen_pos_20	False
3_kitchen_pos_21	False
3_kitchen_pos_22	False
3_kitchen_pos_23	False
3_kitchen_pos_24	False
3_kitchen_pos_25	False
3_kitchen_pos_26	False
3_kitchen_pos_27	False
3_kitchen_pos_28	False
3_kitchen_pos_29	False
3_kitchen_pos_30	False
3_kitchen_pos_31	False
3_kitchen_pos_32	False
3_kitchen_pos_33	False
3_kitchen_pos_34	False
3_kitchen_pos_35	False
3_kitchen_pos_36	False
3_kitchen_pos_37	False
3_kitchen_pos_38	False
3_kitchen_pos_39	False
3_kitchen_pos_40	False
3_kitchen_pos_41	False
3_kitchen_pos_42	False
3_kitchen_pos_43	False
3_kitchen_pos_44	False
3_kitchen_pos_45	False
3_kitchen_pos_46	False
3_kitchen_pos_47	False
3_kitchen_pos_48	False
3_kitchen_pos_49	False
3_kitchen_pos_50	False
3_kitchen_pos_51	False
3_kitchen_pos_52	False
3_kitchen_pos_53	False
3_kitchen_pos_54	False
3_kitchen_pos_55	False
3_kitchen_pos_56	False
3_kitchen_pos_57	False
3_kitchen_pos_58	False
3_kitchen_pos_59	False
3_kitchen_pos_60	False
3_kitchen_pos_61	False
3_kitchen_pos_62	False
3_kitchen_pos_63	False
3_kitchen_pos_64	False
3_kitchen_pos_65	False
3_kitchen_pos_66	False
3_kitchen_pos_67	False
3_kitchen_pos_68	False
3_kitchen_pos_69	False
3_kitchen_pos_70	False
3_kitchen_pos_71	False
3_kitchen_pos_72	False
3_kitchen_pos_73	False
3_kitchen_pos_74	False
3_kitchen_pos_75	False
3_kitchen_pos_76	False
3_kitchen_pos_77	False
3_kitchen_pos_78	False
3_kitchen_pos_79	False
3_kitchen_pos_80	False
3_kitchen_pos_81	False
3_kitchen_pos_82	False
3_kitchen_pos_83	False
3_kitchen_pos_84	False
3_kitchen_pos_85	False
3_kitchen_pos_86	False
3_kitchen_pos_87	False
3_kitchen_pos_88	False
3_kitchen_pos_89	False
3_kitchen_pos_90	False
3_kitchen_pos_91	False
3_kitchen_pos_92	False
3_kitchen_pos_93	False
3_kitchen_pos_94	False
3_kitchen_pos_95	False
3_kitchen_pos_96	False
3_kitchen_pos_97	False
3_kitchen_pos_98	False
3_kitchen_pos_99	False
3_kitchen_pos_100	False
3_kitchen_pos_101	False
3_kitchen_pos_102	False
3_kitchen_pos_103	True
3_kitchen_pos_104	False
3_kitchen_pos_105	False
3_kitchen_pos_106	False
3_kitchen_pos_107	False
3_kitchen_pos_108	False
3_kitchen_pos_109	False
3_kitchen_pos_110	False
3_kitchen_pos_111	False
3_kitchen_pos_112	False
3_kitchen_pos_113	False
3_kitchen_pos_114	False
3_kitchen_pos_115	False
3_kitchen_pos_116	False
3_kitchen_pos_117	False
1_kitchen_neg_1	False
1_kitchen_neg_2	False
1_kitchen_neg_3	False
1_kitchen_neg_4	False
1_kitchen_neg_5	False
1_kitchen_neg_6	False
1_kitchen_neg_7	False
1_kitchen_neg_8	False
1_kitchen_neg_9	False
1_kitchen_neg_10	False
1_kitchen_neg_11	False
1_kitchen_neg_12	False
1_kitchen_neg_13	False
1_kitchen_neg_14	False
1_kitchen_neg_15	False
1_kitchen_neg_16	False
1_kitchen_neg_17	False
1_kitchen_neg_18	False
1_kitchen_neg_19	False
1_kitchen_neg_20	False
1_kitchen_neg_21	False
1_kitchen_neg_22	False
1_kitchen_neg_23	False
1_kitchen_neg_24	False
1_kitchen_neg_25	False
1_kitchen_neg_26	False
1_kitchen_neg_27	False
1_kitchen_neg_28	False
1_kitchen_neg_29	False
1_kitchen_neg_30	False
1_kitchen_neg_31	False
1_kitchen_neg_32	False
1_kitchen_neg_33	False
1_kitchen_neg_34	False
1_kitchen_neg_35	False
1_kitchen_neg_36	False
1_kitchen_neg_37	False
1_kitchen_neg_38	False
1_kitchen_neg_39	False
1_kitchen_neg_40	False
1_kitchen_neg_41	False
1_kitchen_neg_42	False
1_kitchen_neg_43	False
1_kitchen_neg_44	False
1_kitchen_neg_45	False
1_kitchen_neg_46	False
1_kitchen_neg_47	False
1_kitchen_neg_48	False
1_kitchen_neg_49	False
1_kitchen_neg_50	False
1_kitchen_neg_51	False
1_kitchen_neg_52	False
1_kitchen_neg_53	False
1_kitchen_neg_54	False
1_kitchen_neg_55	False
1_kitchen_neg_56	False
1_kitchen_neg_57	False
1_kitchen_neg_58	False
1_kitchen_neg_59	False
1_kitchen_neg_60	False
1_kitchen_neg_61	False
1_kitchen_neg_62	False
1_kitchen_neg_63	False
1_kitchen_neg_64	False
1_kitchen_neg_65	False
1_kitchen_neg_66	False
1_kitchen_neg_67	False
1_kitchen_neg_68	False
1_kitchen_neg_69	False
1_kitchen_neg_70	False
1_kitchen_neg_71	False
1_kitchen_neg_72	False
1_kitchen_neg_73	False
1_kitchen_neg_74	False
1_kitchen_neg_75	False
1_kitchen_neg_76	False
1_kitchen_neg_77	False
1_kitchen_neg_78	False
1_kitchen_neg_79	False
1_kitchen_neg_80	False
1_kitchen_neg_81	False
1_kitchen_neg_82	False
1_kitchen_neg_83	False
1_kitchen_neg_84	False
1_kitchen_neg_85	False
1_kitchen_neg_86	False
1_kitchen_neg_87	False
1_kitchen_neg_88	False
1_kitchen_neg_89	False
1_kitchen_neg_90	False
1_kitchen_neg_91	False
1_kitchen_neg_92	False
1_kitchen_neg_93	False
1_kitchen_neg_94	False
1_kitchen_neg_95	False
1_kitchen_neg_96	False
1_kitchen_neg_97	False
1_kitchen_neg_98	False
1_kitchen_neg_99	False
1_kitchen_neg_100	False
1_kitchen_neg_101	False
1_kitchen_neg_102	True
1_kitchen_neg_103	True
1_kitchen_neg_104	False
1_kitchen_neg_105	False
1_kitchen_neg_106	False
1_kitchen_neg_107	False
1_kitchen_neg_108	True
1_kitchen_neg_109	False
1_kitchen_neg_110	False
1_kitchen_neg_111	False
1_kitchen_neg_112	False
3_gourmet_pos_1	False
3_gourmet_pos_2	False
3_gourmet_pos_3	False
3_gourmet_pos_4	False
3_gourmet_pos_5	False
3_gourmet_pos_6	False
3_gourmet_pos_7	False
3_gourmet_pos_8	False
3_gourmet_pos_9	False
3_gourmet_pos_10	False
3_gourmet_pos_11	False
3_gourmet_pos_12	False
3_gourmet_pos_13	False
3_gourmet_pos_14	False
3_gourmet_pos_15	False
3_gourmet_pos_16	False
3_gourmet_pos_17	False
3_gourmet_pos_18	False
3_gourmet_pos_19	False
3_gourmet_pos_20	False
3_gourmet_pos_21	False
3_gourmet_pos_22	False
3_gourmet_pos_23	False
3_gourmet_pos_24	False
3_gourmet_pos_25	False
3_gourmet_pos_26	False
3_gourmet_pos_27	False
3_gourmet_pos_28	False
3_gourmet_pos_29	False
3_gourmet_pos_30	False
3_gourmet_pos_31	False
3_gourmet_pos_32	False
3_gourmet_pos_33	False
3_gourmet_pos_34	False
3_gourmet_pos_35	False
3_gourmet_pos_36	False
3_gourmet_pos_37	False
3_gourmet_pos_38	False
3_gourmet_pos_39	False
3_gourmet_pos_40	False
3_gourmet_pos_41	False
3_gourmet_pos_42	False
3_gourmet_pos_43	False
3_gourmet_pos_44	False
3_gourmet_pos_45	False
3_gourmet_pos_46	False
3_gourmet_pos_47	False
3_gourmet_pos_48	False
3_gourmet_pos_49	False
3_gourmet_pos_50	False
3_gourmet_pos_51	False
3_gourmet_pos_52	False
3_gourmet_pos_53	False
3_gourmet_pos_54	False
3_gourmet_pos_55	False
3_gourmet_pos_56	False
3_gourmet_pos_57	False
3_gourmet_pos_58	False
3_gourmet_pos_59	False
3_gourmet_pos_60	False
3_gourmet_pos_61	False
3_gourmet_pos_62	False
3_gourmet_pos_63	False
16_gourmet_neg_1	False
16_gourmet_neg_2	False
16_gourmet_neg_3	False
16_gourmet_neg_4	False
16_gourmet_neg_5	False
16_gourmet_neg_6	False
16_gourmet_neg_7	False
16_gourmet_neg_8	False
16_gourmet_neg_9	False
16_gourmet_neg_10	False
16_gourmet_neg_11	False
16_gourmet_neg_12	False
16_gourmet_neg_13	False
16_gourmet_neg_14	False
16_gourmet_neg_15	False
16_gourmet_neg_16	False
16_gourmet_neg_17	False
4_cell_neg_1	False
4_cell_neg_2	False
4_cell_neg_3	False
4_cell_neg_4	False
4_cell_neg_5	False
4_cell_neg_6	False
4_cell_neg_7	False
4_cell_neg_8	False
4_cell_neg_9	False
4_cell_neg_10	False
4_cell_neg_11	False
4_cell_neg_12	False
4_cell_neg_13	False
4_cell_neg_14	False
4_cell_neg_15	False
4_cell_neg_16	False
4_cell_neg_17	False
4_cell_neg_18	False
4_cell_neg_19	False
4_cell_neg_20	False
4_cell_neg_21	False
4_cell_neg_22	False
4_cell_neg_23	False
4_cell_neg_24	False
4_cell_neg_25	False
4_cell_neg_26	False
4_cell_neg_27	True
4_cell_neg_28	True
4_cell_neg_29	True
4_cell_neg_30	False
4_cell_neg_31	False
4_cell_neg_32	False
4_cell_neg_33	False
4_cell_neg_34	False
4_cell_neg_35	False
4_cell_neg_36	False
4_cell_neg_37	False
4_cell_neg_38	False
4_cell_neg_39	False
4_cell_neg_40	False
4_cell_neg_41	False
4_cell_neg_42	False
4_cell_neg_43	True
4_cell_neg_44	False
4_cell_neg_45	False
4_cell_neg_46	False
4_cell_neg_47	False
4_cell_neg_48	False
4_cell_neg_49	False
4_cell_neg_50	False
4_cell_neg_51	False
4_cell_neg_52	False
4_cell_neg_53	False
4_cell_neg_54	False
4_cell_neg_55	False
4_cell_neg_56	False
4_cell_neg_57	False
4_cell_neg_58	False
4_cell_neg_59	False
4_cell_neg_60	False
4_cell_neg_61	False
4_cell_neg_62	False
4_cell_neg_63	False
4_cell_neg_64	False
4_cell_neg_65	False
4_cell_neg_66	False
4_cell_neg_67	False
8_cell_pos_1	False
8_cell_pos_2	False
8_cell_pos_3	False
8_cell_pos_4	False
8_cell_pos_5	False
8_cell_pos_6	False
8_cell_pos_7	False
8_cell_pos_8	False
8_cell_pos_9	False
8_cell_pos_10	False
8_cell_pos_11	False
8_cell_pos_12	False
8_cell_pos_13	False
8_cell_pos_14	False
8_cell_pos_15	False
8_cell_pos_16	False
8_cell_pos_17	False
8_cell_pos_18	False
8_cell_pos_19	False
8_cell_pos_20	False
8_cell_pos_21	False
8_cell_pos_22	False
8_cell_pos_23	False
8_cell_pos_24	False
8_cell_pos_25	False
8_cell_pos_26	False
8_cell_pos_27	False
8_cell_pos_28	False
8_cell_pos_29	False
8_cell_pos_30	False
8_cell_pos_31	False
8_cell_pos_32	False
8_cell_pos_33	False
8_cell_pos_34	False
8_cell_pos_35	False
8_cell_pos_36	False
8_cell_pos_37	False
8_cell_pos_38	False
8_cell_pos_39	False
8_cell_pos_40	False
8_cell_pos_41	False
8_cell_pos_42	False
8_cell_pos_43	False
8_cell_pos_44	False
8_cell_pos_45	False
8_cell_pos_46	False
8_cell_pos_47	False
8_cell_pos_48	False
8_cell_pos_49	True
8_cell_pos_50	True
8_cell_pos_51	False
8_cell_pos_52	False
8_cell_pos_53	False
8_cell_pos_54	False
8_cell_pos_55	False
8_cell_pos_56	False
8_cell_pos_57	False
8_cell_pos_58	False
8_cell_pos_59	False
8_cell_pos_60	False
8_cell_pos_61	False
8_cell_pos_62	False
8_cell_pos_63	False
8_cell_pos_64	False
8_cell_pos_65	False
8_cell_pos_66	False
8_cell_pos_67	False
8_cell_pos_68	False
8_cell_pos_69	False
8_cell_pos_70	False
8_cell_pos_71	False
8_cell_pos_72	False
8_cell_pos_73	False
8_cell_pos_74	False
8_cell_pos_75	False
8_cell_pos_76	False
8_cell_pos_77	False
8_cell_pos_78	False
8_cell_pos_79	False
8_cell_pos_80	False
8_cell_pos_81	False
8_cell_pos_82	False
5_kitchen_pos_1	False
5_kitchen_pos_2	False
5_kitchen_pos_3	False
5_kitchen_pos_4	False
5_kitchen_pos_5	True
5_kitchen_pos_6	False
5_kitchen_pos_7	False
5_kitchen_pos_8	False
5_kitchen_pos_9	False
5_kitchen_pos_10	False
5_kitchen_pos_11	False
5_kitchen_pos_12	False
5_kitchen_pos_13	False
5_kitchen_pos_14	False
5_kitchen_pos_15	False
5_kitchen_pos_16	False
5_kitchen_pos_17	False
5_kitchen_pos_18	False
5_kitchen_pos_19	False
5_kitchen_pos_20	False
5_kitchen_pos_21	False
5_kitchen_pos_22	False
5_kitchen_pos_23	False
5_kitchen_pos_24	False
5_kitchen_pos_25	False
5_kitchen_pos_26	False
5_kitchen_pos_27	False
5_kitchen_pos_28	False
5_kitchen_pos_29	True
5_kitchen_pos_30	False
5_kitchen_pos_31	False
5_kitchen_pos_32	False
5_kitchen_pos_33	False
5_kitchen_pos_34	False
5_kitchen_pos_35	False
5_kitchen_pos_36	True
5_kitchen_pos_37	False
5_kitchen_pos_38	False
5_kitchen_pos_39	False
5_kitchen_pos_40	False
5_kitchen_pos_41	False
5_kitchen_pos_42	False
5_kitchen_pos_43	False
5_kitchen_pos_44	False
5_kitchen_pos_45	False
5_kitchen_pos_46	False
5_kitchen_pos_47	False
5_kitchen_pos_48	False
5_kitchen_pos_49	False
5_kitchen_pos_50	False
5_kitchen_pos_51	False
5_kitchen_pos_52	False
5_kitchen_pos_53	False
5_kitchen_pos_54	False
5_kitchen_pos_55	False
5_kitchen_pos_56	False
5_kitchen_pos_57	False
5_kitchen_pos_58	False
5_kitchen_pos_59	False
5_kitchen_pos_60	False
5_kitchen_pos_61	False
5_kitchen_pos_62	False
5_kitchen_pos_63	False
5_kitchen_pos_64	False
5_kitchen_pos_65	False
5_kitchen_pos_66	False
5_kitchen_pos_67	False
5_kitchen_pos_68	False
5_kitchen_pos_69	False
5_kitchen_pos_70	False
5_kitchen_pos_71	False
5_kitchen_pos_72	False
5_kitchen_pos_73	False
5_kitchen_pos_74	False
5_kitchen_pos_75	False
5_kitchen_pos_76	False
5_kitchen_pos_77	False
13_kitchen_neg_1	False
13_kitchen_neg_2	False
13_kitchen_neg_3	False
13_kitchen_neg_4	False
13_kitchen_neg_5	False
13_kitchen_neg_6	False
13_kitchen_neg_7	True
13_kitchen_neg_8	True
13_kitchen_neg_9	False
13_kitchen_neg_10	False
13_kitchen_neg_11	False
13_kitchen_neg_12	False
13_kitchen_neg_13	False
13_kitchen_neg_14	False
13_kitchen_neg_15	False
13_kitchen_neg_16	False
13_kitchen_neg_17	False
13_kitchen_neg_18	False
13_kitchen_neg_19	False
13_kitchen_neg_20	False
13_kitchen_neg_21	False
13_kitchen_neg_22	False
13_kitchen_neg_23	False
13_kitchen_neg_24	False
13_kitchen_neg_25	False
13_kitchen_neg_26	False
13_kitchen_neg_27	False
13_kitchen_neg_28	False
13_kitchen_neg_29	False
13_kitchen_neg_30	False
13_kitchen_neg_31	False
6_gourmet_pos_1	False
6_gourmet_pos_2	False
6_gourmet_pos_3	False
6_gourmet_pos_4	False
6_gourmet_pos_5	False
6_gourmet_pos_6	False
6_gourmet_pos_7	False
6_gourmet_pos_8	False
6_gourmet_pos_9	False
6_gourmet_pos_10	False
6_gourmet_pos_11	False
6_gourmet_pos_12	False
6_gourmet_pos_13	False
6_gourmet_pos_14	False
6_gourmet_pos_15	False
6_gourmet_pos_16	False
6_gourmet_pos_17	False
6_gourmet_pos_18	False
6_gourmet_pos_19	False
6_gourmet_pos_20	False
6_gourmet_pos_21	False
6_gourmet_pos_22	False
6_gourmet_pos_23	False
6_gourmet_pos_24	False
6_gourmet_pos_25	False
6_gourmet_pos_26	False
6_gourmet_pos_27	False
6_gourmet_pos_28	False
6_gourmet_pos_29	False
6_gourmet_pos_30	False
6_gourmet_pos_31	False
6_gourmet_pos_32	False
6_gourmet_pos_33	False
6_gourmet_pos_34	False
6_gourmet_pos_35	False
6_gourmet_pos_36	True
6_gourmet_pos_37	False
6_gourmet_pos_38	False
6_gourmet_pos_39	False
9_gourmet_neg_1	False
9_gourmet_neg_2	False
9_gourmet_neg_3	False
9_gourmet_neg_4	False
9_gourmet_neg_5	False
9_gourmet_neg_6	False
9_gourmet_neg_7	False
9_gourmet_neg_8	False
9_gourmet_neg_9	False
9_gourmet_neg_10	False
9_gourmet_neg_11	False
9_gourmet_neg_12	False
9_gourmet_neg_13	False
9_gourmet_neg_14	False
9_gourmet_neg_15	False
9_gourmet_neg_16	False
9_gourmet_neg_17	False
9_gourmet_neg_18	False
9_gourmet_neg_19	False
9_gourmet_neg_20	False
9_gourmet_neg_21	False
9_gourmet_neg_22	False
9_gourmet_neg_23	False
9_gourmet_neg_24	False
9_gourmet_neg_25	False
9_gourmet_neg_26	False
9_gourmet_neg_27	False
9_gourmet_neg_28	False
9_gourmet_neg_29	False
9_gourmet_neg_30	False
